id,c_municipio,c_estado,descripcion
catalogo_municipio1172,052,ZAC,Villa García
catalogo_municipio1173,053,CHH,Praxedis G. Guerrero
catalogo_municipio1174,053,CHP,Mazapa de Madero
catalogo_municipio1175,053,GRO,San Marcos
catalogo_municipio1176,053,HID,San Bartolo Tutotepec
catalogo_municipio1177,053,JAL,Lagos de Moreno
catalogo_municipio1178,053,MEX,Melchor Ocampo
catalogo_municipio1179,053,MIC,Morelia
catalogo_municipio1180,053,OAX,Magdalena Tlacotepec
catalogo_municipio1181,053,PUE,Chignahuapan
catalogo_municipio1182,053,SLP,Axtla de Terrazas
catalogo_municipio1183,053,SON,San Felipe de Jesús
catalogo_municipio1184,053,TLA,San Juan Huactzinco
catalogo_municipio1185,053,VER,Cuitláhuac
catalogo_municipio1186,053,YUC,Muna
catalogo_municipio1187,053,ZAC,Villa González Ortega
catalogo_municipio1188,054,CHH,Riva Palacio
catalogo_municipio1189,054,CHP,Mazatán
catalogo_municipio1190,054,GRO,San Miguel Totolapan
catalogo_municipio1191,054,HID,San Salvador
catalogo_municipio1192,054,JAL,El Limón
catalogo_municipio1193,054,MEX,Metepec
catalogo_municipio1194,054,MIC,Morelos
catalogo_municipio1195,054,OAX,Magdalena Zahuatlán
catalogo_municipio1196,054,PUE,Chignautla
catalogo_municipio1197,054,SLP,Xilitla
catalogo_municipio1198,054,SON,San Javier
catalogo_municipio1199,054,TLA,San Lorenzo Axocomanitla
catalogo_municipio1200,054,VER,Chacaltianguis
catalogo_municipio1201,054,YUC,Muxupip
catalogo_municipio1202,054,ZAC,Villa Hidalgo
catalogo_municipio1203,055,CHH,Rosales
catalogo_municipio1204,055,CHP,Metapa
catalogo_municipio1205,055,GRO,Taxco de Alarcón
catalogo_municipio1206,055,HID,Santiago de Anaya
catalogo_municipio1207,055,JAL,Magdalena
catalogo_municipio1208,055,MEX,Mexicaltzingo
catalogo_municipio1209,055,MIC,Múgica
catalogo_municipio1210,055,OAX,Mariscala de Juárez
catalogo_municipio1211,055,PUE,Chila
catalogo_municipio1212,055,SLP,Zaragoza
catalogo_municipio1213,055,SON,San Luis Río Colorado
catalogo_municipio1214,055,TLA,San Lucas Tecopilco
catalogo_municipio1215,055,VER,Chalma
catalogo_municipio1216,055,YUC,Opichén
catalogo_municipio1217,055,ZAC,Villanueva
catalogo_municipio1218,056,CHH,Rosario
catalogo_municipio1219,056,CHP,Mitontic
catalogo_municipio1220,056,GRO,Tecoanapa
catalogo_municipio1221,056,HID,Santiago Tulantepec de Lugo Guerrero
catalogo_municipio1222,056,JAL,Santa María del Oro
catalogo_municipio1223,056,MEX,Morelos
catalogo_municipio1224,056,MIC,Nahuatzen
catalogo_municipio1225,056,OAX,Mártires de Tacubaya
catalogo_municipio1226,056,PUE,Chila de la Sal
catalogo_municipio1227,056,SLP,Villa de Arista
catalogo_municipio1228,056,SON,San Miguel de Horcasitas
catalogo_municipio1229,056,TLA,Santa Ana Nopalucan
catalogo_municipio1230,056,VER,Chiconamel
catalogo_municipio1231,056,YUC,Oxkutzcab
catalogo_municipio1232,056,ZAC,Zacatecas
catalogo_municipio1233,057,CHH,San Francisco de Borja
catalogo_municipio1234,057,CHP,Motozintla
catalogo_municipio1235,057,GRO,Técpan de Galeana
catalogo_municipio1236,057,HID,Singuilucan
catalogo_municipio1237,057,JAL,La Manzanilla de la Paz
catalogo_municipio1238,057,MEX,Naucalpan de Juárez
catalogo_municipio1239,057,MIC,Nocupétaro
catalogo_municipio1240,057,OAX,Matías Romero Avendaño
catalogo_municipio1241,057,PUE,Honey
catalogo_municipio1242,057,SLP,Matlapa
catalogo_municipio1243,057,SON,San Pedro de la Cueva
catalogo_municipio1244,057,TLA,Santa Apolonia Teacalco
catalogo_municipio1245,057,VER,Chiconquiaco
catalogo_municipio1246,057,YUC,Panabá
catalogo_municipio1247,057,ZAC,Trancoso
catalogo_municipio1248,058,CHH,San Francisco de Conchos
catalogo_municipio1249,058,CHP,Nicolás Ruíz
catalogo_municipio1250,058,GRO,Teloloapan
catalogo_municipio1251,058,HID,Tasquillo
catalogo_municipio1252,058,JAL,Mascota
catalogo_municipio1253,058,MEX,Nezahualcóyotl
catalogo_municipio1254,058,MIC,Nuevo Parangaricutiro
catalogo_municipio1255,058,OAX,Mazatlán Villa de Flores
catalogo_municipio1256,058,PUE,Chilchotla
catalogo_municipio1257,058,SLP,El Naranjo
catalogo_municipio1258,058,SON,Santa Ana
catalogo_municipio1259,058,TLA,Santa Catarina Ayometla
catalogo_municipio1260,058,VER,Chicontepec
catalogo_municipio1261,058,YUC,Peto
catalogo_municipio1262,058,ZAC,Santa María de la Paz
catalogo_municipio1263,059,CHH,San Francisco del Oro
catalogo_municipio1264,059,CHP,Ocosingo
catalogo_municipio1265,059,GRO,Tepecoacuilco de Trujano
catalogo_municipio1266,059,HID,Tecozautla
catalogo_municipio1267,059,JAL,Mazamitla
catalogo_municipio1268,059,MEX,Nextlalpan
catalogo_municipio1269,059,MIC,Nuevo Urecho
catalogo_municipio1270,059,OAX,Miahuatlán de Porfirio Díaz
catalogo_municipio1271,059,PUE,Chinantla
catalogo_municipio1272,059,SON,Santa Cruz
catalogo_municipio1273,059,TLA,Santa Cruz Quilehtla
catalogo_municipio1274,059,VER,Chinameca
catalogo_municipio1275,059,YUC,Progreso
catalogo_municipio1276,060,CHH,Santa Bárbara
catalogo_municipio1277,060,CHP,Ocotepec
catalogo_municipio1278,060,GRO,Tetipac
catalogo_municipio1279,060,HID,Tenango de Doria
catalogo_municipio1280,060,JAL,Mexticacán
catalogo_municipio1281,060,MEX,Nicolás Romero
catalogo_municipio1282,060,MIC,Numarán
catalogo_municipio1283,060,OAX,Mixistlán de la Reforma
catalogo_municipio1284,060,PUE,Domingo Arenas
catalogo_municipio1285,060,SON,Sáric
catalogo_municipio1286,060,TLA,Santa Isabel Xiloxoxtla
catalogo_municipio1287,060,VER,Chinampa de Gorostiza
catalogo_municipio1288,060,YUC,Quintana Roo
catalogo_municipio1289,061,CHH,Satevó
catalogo_municipio1290,061,CHP,Ocozocoautla de Espinosa
catalogo_municipio1291,061,GRO,Tixtla de Guerrero
catalogo_municipio1292,061,HID,Tepeapulco
catalogo_municipio1293,061,JAL,Mezquitic
catalogo_municipio1294,061,MEX,Nopaltepec
catalogo_municipio1295,061,MIC,Ocampo
catalogo_municipio1296,061,OAX,Monjas
catalogo_municipio1297,061,PUE,Eloxochitlán
catalogo_municipio1298,061,SON,Soyopa
catalogo_municipio1299,061,VER,Las Choapas
catalogo_municipio1300,061,YUC,Río Lagartos
catalogo_municipio1301,062,CHH,Saucillo
catalogo_municipio1302,062,CHP,Ostuacán
catalogo_municipio1303,062,GRO,Tlacoachistlahuaca
catalogo_municipio1304,062,HID,Tepehuacán de Guerrero
catalogo_municipio1305,062,JAL,Mixtlán
catalogo_municipio1306,062,MEX,Ocoyoacac
catalogo_municipio1307,062,MIC,Pajacuarán
catalogo_municipio1308,062,OAX,Natividad
catalogo_municipio1309,062,PUE,Epatlán
catalogo_municipio1310,062,SON,Suaqui Grande
catalogo_municipio1311,062,VER,Chocamán
catalogo_municipio1312,062,YUC,Sacalum
catalogo_municipio1313,063,CHH,Temósachic
catalogo_municipio1314,063,CHP,Osumacinta
catalogo_municipio1315,063,GRO,Tlacoapa
catalogo_municipio1316,063,HID,Tepeji del Río de Ocampo
catalogo_municipio1317,063,JAL,Ocotlán
catalogo_municipio1318,063,MEX,Ocuilan
catalogo_municipio1319,063,MIC,Panindícuaro
catalogo_municipio1320,063,OAX,Nazareno Etla
catalogo_municipio1321,063,PUE,Esperanza
catalogo_municipio1322,063,SON,Tepache
catalogo_municipio1323,063,VER,Chontla
catalogo_municipio1324,063,YUC,Samahil
catalogo_municipio1325,064,CHH,El Tule
catalogo_municipio1326,064,CHP,Oxchuc
catalogo_municipio1327,064,GRO,Tlalchapa
catalogo_municipio1328,064,HID,Tepetitlán
catalogo_municipio1329,064,JAL,Ojuelos de Jalisco
catalogo_municipio1330,064,MEX,El Oro
catalogo_municipio1331,064,MIC,Parácuaro
catalogo_municipio1332,064,OAX,Nejapa de Madero
catalogo_municipio1333,064,PUE,Francisco Z. Mena
catalogo_municipio1334,064,SON,Trincheras
catalogo_municipio1335,064,VER,Chumatlán
catalogo_municipio1336,064,YUC,Sanahcat
catalogo_municipio1337,065,CHH,Urique
catalogo_municipio1338,065,CHP,Palenque
catalogo_municipio1339,065,GRO,Tlalixtaquilla de Maldonado
catalogo_municipio1340,065,HID,Tetepango
catalogo_municipio1341,065,JAL,Pihuamo
catalogo_municipio1342,065,MEX,Otumba
catalogo_municipio1343,065,MIC,Paracho
catalogo_municipio1344,065,OAX,Ixpantepec Nieves
catalogo_municipio1345,065,PUE,General Felipe Ángeles
catalogo_municipio1346,065,SON,Tubutama
catalogo_municipio1347,065,VER,Emiliano Zapata
catalogo_municipio1348,065,YUC,San Felipe
catalogo_municipio1349,066,CHH,Uruachi
catalogo_municipio1350,066,CHP,Pantelhó
catalogo_municipio1351,066,GRO,Tlapa de Comonfort
catalogo_municipio1352,066,HID,Villa de Tezontepec
catalogo_municipio1353,066,JAL,Poncitlán
catalogo_municipio1354,066,MEX,Otzoloapan
catalogo_municipio1355,066,MIC,Pátzcuaro
catalogo_municipio1356,066,OAX,Santiago Niltepec
catalogo_municipio1357,066,PUE,Guadalupe
catalogo_municipio1358,066,SON,Ures
catalogo_municipio1359,066,VER,Espinal
catalogo_municipio1360,066,YUC,Santa Elena
catalogo_municipio1361,067,CHH,Valle de Zaragoza
catalogo_municipio1362,067,CHP,Pantepec
catalogo_municipio1363,067,GRO,Tlapehuala
catalogo_municipio1364,067,HID,Tezontepec de Aldama
catalogo_municipio1365,067,JAL,Puerto Vallarta
catalogo_municipio1366,067,MEX,Otzolotepec
catalogo_municipio1367,067,MIC,Penjamillo
catalogo_municipio1368,067,OAX,Oaxaca de Juárez
catalogo_municipio1369,067,PUE,Guadalupe Victoria
catalogo_municipio1370,067,SON,Villa Hidalgo
catalogo_municipio1371,067,VER,Filomeno Mata
catalogo_municipio1372,067,YUC,Seyé
catalogo_municipio1373,068,CHP,Pichucalco
catalogo_municipio1374,068,GRO,La Unión de Isidoro Montes de Oca
catalogo_municipio1375,068,HID,Tianguistengo
catalogo_municipio1376,068,JAL,Villa Purificación
catalogo_municipio1377,068,MEX,Ozumba
catalogo_municipio1378,068,MIC,Peribán
catalogo_municipio1379,068,OAX,Ocotlán de Morelos
catalogo_municipio1380,068,PUE,Hermenegildo Galeana
catalogo_municipio1381,068,SON,Villa Pesqueira
catalogo_municipio1382,068,VER,Fortín
catalogo_municipio1383,068,YUC,Sinanché
catalogo_municipio1384,069,CHP,Pijijiapan
catalogo_municipio1385,069,GRO,Xalpatláhuac
catalogo_municipio1386,069,HID,Tizayuca
catalogo_municipio1387,069,JAL,Quitupan
catalogo_municipio1388,069,MEX,Papalotla
catalogo_municipio1389,069,MIC,La Piedad
catalogo_municipio1390,069,OAX,La Pe
catalogo_municipio1391,069,PUE,Huaquechula
catalogo_municipio1392,069,SON,Yécora
catalogo_municipio1393,069,VER,Gutiérrez Zamora
catalogo_municipio1394,069,YUC,Sotuta
catalogo_municipio1395,070,CHP,El Porvenir
catalogo_municipio1396,070,GRO,Xochihuehuetlán
catalogo_municipio1397,070,HID,Tlahuelilpan
catalogo_municipio1398,070,JAL,El Salto
catalogo_municipio1399,070,MEX,La Paz
catalogo_municipio1400,070,MIC,Purépero
catalogo_municipio1401,070,OAX,Pinotepa de Don Luis
catalogo_municipio1402,070,PUE,Huatlatlauca
catalogo_municipio1403,070,SON,General Plutarco Elías Calles
catalogo_municipio1404,070,VER,Hidalgotitlán
catalogo_municipio1405,070,YUC,Sucilá
catalogo_municipio1406,071,CHP,Villa Comaltitlán
catalogo_municipio1407,071,GRO,Xochistlahuaca
catalogo_municipio1408,071,HID,Tlahuiltepa
catalogo_municipio1409,071,JAL,San Cristóbal de la Barranca
catalogo_municipio1410,071,MEX,Polotitlán
catalogo_municipio1411,071,MIC,Puruándiro
catalogo_municipio1412,071,OAX,Pluma Hidalgo
catalogo_municipio1413,071,PUE,Huauchinango
catalogo_municipio1414,071,SON,Benito Juárez
catalogo_municipio1415,071,VER,Huatusco
catalogo_municipio1416,071,YUC,Sudzal
catalogo_municipio1417,072,CHP,Pueblo Nuevo Solistahuacán
catalogo_municipio1418,072,GRO,Zapotitlán Tablas
catalogo_municipio1419,072,HID,Tlanalapa
catalogo_municipio1420,072,JAL,San Diego de Alejandría
catalogo_municipio1421,072,MEX,Rayón
catalogo_municipio1422,072,MIC,Queréndaro
catalogo_municipio1423,072,OAX,San José del Progreso
catalogo_municipio1424,072,PUE,Huehuetla
catalogo_municipio1425,072,SON,San Ignacio Río Muerto
catalogo_municipio1426,072,VER,Huayacocotla
catalogo_municipio1427,072,YUC,Suma
catalogo_municipio1428,073,CHP,Rayón
catalogo_municipio1429,073,GRO,Zirándaro
catalogo_municipio1430,073,HID,Tlanchinol
catalogo_municipio1431,073,JAL,San Juan de los Lagos
catalogo_municipio1432,073,MEX,San Antonio la Isla
catalogo_municipio1433,073,MIC,Quiroga
catalogo_municipio1434,073,OAX,Putla Villa de Guerrero
catalogo_municipio1435,073,PUE,Huehuetlán el Chico
catalogo_municipio1436,073,VER,Hueyapan de Ocampo
catalogo_municipio1437,073,YUC,Tahdziú
catalogo_municipio1438,074,CHP,Reforma
catalogo_municipio1439,074,GRO,Zitlala
catalogo_municipio1440,074,HID,Tlaxcoapan
catalogo_municipio1441,074,JAL,San Julián
catalogo_municipio1442,074,MEX,San Felipe del Progreso
catalogo_municipio1443,074,MIC,Cojumatlán de Régules
catalogo_municipio1444,074,OAX,Santa Catarina Quioquitani
catalogo_municipio1445,074,PUE,Huejotzingo
catalogo_municipio1446,074,VER,Huiloapan de Cuauhtémoc
catalogo_municipio1447,074,YUC,Tahmek
catalogo_municipio1448,075,CHP,Las Rosas
catalogo_municipio1449,075,GRO,Eduardo Neri
catalogo_municipio1450,075,HID,Tolcayuca
catalogo_municipio1451,075,JAL,San Marcos
catalogo_municipio1452,075,MEX,San Martín de las Pirámides
catalogo_municipio1453,075,MIC,Los Reyes
catalogo_municipio1454,075,OAX,Reforma de Pineda
catalogo_municipio1455,075,PUE,Hueyapan
catalogo_municipio1456,075,VER,Ignacio de la Llave
catalogo_municipio1457,075,YUC,Teabo
catalogo_municipio1458,076,CHP,Sabanilla
catalogo_municipio1459,076,GRO,Acatepec
catalogo_municipio1460,076,HID,Tula de Allende
catalogo_municipio1461,076,JAL,San Martín de Bolaños
catalogo_municipio1462,076,MEX,San Mateo Atenco
catalogo_municipio1463,076,MIC,Sahuayo
catalogo_municipio1464,076,OAX,La Reforma
catalogo_municipio1465,076,PUE,Hueytamalco
catalogo_municipio1466,076,VER,Ilamatlán
catalogo_municipio1467,076,YUC,Tecoh
catalogo_municipio1468,077,CHP,Salto de Agua
catalogo_municipio1469,077,GRO,Marquelia
catalogo_municipio1470,077,HID,Tulancingo de Bravo
catalogo_municipio1471,077,JAL,San Martín Hidalgo
catalogo_municipio1472,077,MEX,San Simón de Guerrero
catalogo_municipio1473,077,MIC,San Lucas
catalogo_municipio1474,077,OAX,Reyes Etla
catalogo_municipio1475,077,PUE,Hueytlalpan
catalogo_municipio1476,077,VER,Isla
catalogo_municipio1477,077,YUC,Tekal de Venegas
catalogo_municipio1478,078,CHP,San Cristóbal de las Casas
catalogo_municipio1479,078,GRO,Cochoapa el Grande
catalogo_municipio1480,078,HID,Xochiatipan
catalogo_municipio1481,078,JAL,San Miguel el Alto
catalogo_municipio1482,078,MEX,Santo Tomás
catalogo_municipio1483,078,MIC,Santa Ana Maya
catalogo_municipio1484,078,OAX,Rojas de Cuauhtémoc
catalogo_municipio1485,078,PUE,Huitzilan de Serdán
catalogo_municipio1486,078,VER,Ixcatepec
catalogo_municipio1487,078,YUC,Tekantó
catalogo_municipio1488,079,CHP,San Fernando
catalogo_municipio1489,079,GRO,José Joaquín de Herrera
catalogo_municipio1490,079,HID,Xochicoatlán
catalogo_municipio1491,079,JAL,Gómez Farías
catalogo_municipio1492,079,MEX,Soyaniquilpan de Juárez
catalogo_municipio1493,079,MIC,Salvador Escalante
catalogo_municipio1494,079,OAX,Salina Cruz
catalogo_municipio1495,079,PUE,Huitziltepec
catalogo_municipio1496,079,VER,Ixhuacán de los Reyes
catalogo_municipio1497,079,YUC,Tekax
catalogo_municipio1498,080,CHP,Siltepec
catalogo_municipio1499,080,GRO,Juchitán
catalogo_municipio1500,080,HID,Yahualica
catalogo_municipio1501,080,JAL,San Sebastián del Oeste
catalogo_municipio1502,080,MEX,Sultepec
catalogo_municipio1503,080,MIC,Senguio
catalogo_municipio1504,080,OAX,San Agustín Amatengo
catalogo_municipio1505,080,PUE,Atlequizayan
catalogo_municipio1506,080,VER,Ixhuatlán del Café
catalogo_municipio1507,080,YUC,Tekit
catalogo_municipio1508,081,CHP,Simojovel
catalogo_municipio1509,081,GRO,Iliatenco
catalogo_municipio1510,081,HID,Zacualtipán de Ángeles
catalogo_municipio1511,081,JAL,Santa María de los Ángeles
catalogo_municipio1512,081,MEX,Tecámac
catalogo_municipio1513,081,MIC,Susupuato
catalogo_municipio1514,081,OAX,San Agustín Atenango
catalogo_municipio1515,081,PUE,Ixcamilpa de Guerrero
catalogo_municipio1516,081,VER,Ixhuatlancillo
catalogo_municipio1517,081,YUC,Tekom
catalogo_municipio1518,082,CHP,Sitalá
catalogo_municipio1519,082,HID,Zapotlán de Juárez
catalogo_municipio1520,082,JAL,Sayula
catalogo_municipio1521,082,MEX,Tejupilco
catalogo_municipio1522,082,MIC,Tacámbaro
catalogo_municipio1523,082,OAX,San Agustín Chayuco
catalogo_municipio1524,082,PUE,Ixcaquixtla
catalogo_municipio1525,082,VER,Ixhuatlán del Sureste
catalogo_municipio1526,082,YUC,Telchac Pueblo
catalogo_municipio1527,083,CHP,Socoltenango
catalogo_municipio1528,083,HID,Zempoala
catalogo_municipio1529,083,JAL,Tala
catalogo_municipio1530,083,MEX,Temamatla
catalogo_municipio1531,083,MIC,Tancítaro
catalogo_municipio1532,083,OAX,San Agustín de las Juntas
catalogo_municipio1533,083,PUE,Ixtacamaxtitlán
catalogo_municipio1534,083,VER,Ixhuatlán de Madero
catalogo_municipio1535,083,YUC,Telchac Puerto
catalogo_municipio1536,084,CHP,Solosuchiapa
catalogo_municipio1537,084,HID,Zimapán
catalogo_municipio1538,084,JAL,Talpa de Allende
catalogo_municipio1539,084,MEX,Temascalapa
catalogo_municipio1540,084,MIC,Tangamandapio
catalogo_municipio1541,084,OAX,San Agustín Etla
catalogo_municipio1542,084,PUE,Ixtepec
catalogo_municipio1543,084,VER,Ixmatlahuacan
catalogo_municipio1544,084,YUC,Temax
catalogo_municipio1545,085,CHP,Soyaló
catalogo_municipio1546,085,JAL,Tamazula de Gordiano
catalogo_municipio1547,085,MEX,Temascalcingo
catalogo_municipio1548,085,MIC,Tangancícuaro
catalogo_municipio1549,085,OAX,San Agustín Loxicha
catalogo_municipio1550,085,PUE,Izúcar de Matamoros
catalogo_municipio1551,085,VER,Ixtaczoquitlán
catalogo_municipio1552,085,YUC,Temozón
catalogo_municipio1553,086,CHP,Suchiapa
catalogo_municipio1554,086,JAL,Tapalpa
catalogo_municipio1555,086,MEX,Temascaltepec
catalogo_municipio1556,086,MIC,Tanhuato
catalogo_municipio1557,086,OAX,San Agustín Tlacotepec
catalogo_municipio1558,086,PUE,Jalpan
catalogo_municipio1559,086,VER,Jalacingo
catalogo_municipio1560,086,YUC,Tepakán
catalogo_municipio1561,087,CHP,Suchiate
catalogo_municipio1562,087,JAL,Tecalitlán
catalogo_municipio1563,087,MEX,Temoaya
catalogo_municipio1564,087,MIC,Taretan
catalogo_municipio1565,087,OAX,San Agustín Yatareni
catalogo_municipio1566,087,PUE,Jolalpan
catalogo_municipio1567,087,VER,Xalapa
catalogo_municipio1568,087,YUC,Tetiz
catalogo_municipio1569,088,CHP,Sunuapa
catalogo_municipio1570,088,JAL,Tecolotlán
catalogo_municipio1571,088,MEX,Tenancingo
catalogo_municipio1572,088,MIC,Tarímbaro
catalogo_municipio1573,088,OAX,San Andrés Cabecera Nueva
catalogo_municipio1574,088,PUE,Jonotla
catalogo_municipio1575,088,VER,Jalcomulco
catalogo_municipio1576,088,YUC,Teya
catalogo_municipio1577,089,CHP,Tapachula
catalogo_municipio1578,089,JAL,Techaluta de Montenegro
catalogo_municipio1579,089,MEX,Tenango del Aire
catalogo_municipio1580,089,MIC,Tepalcatepec
catalogo_municipio1581,089,OAX,San Andrés Dinicuiti
catalogo_municipio1582,089,PUE,Jopala
catalogo_municipio1583,089,VER,Jáltipan
catalogo_municipio1584,089,YUC,Ticul
catalogo_municipio1585,090,CHP,Tapalapa
catalogo_municipio1586,090,JAL,Tenamaxtlán
catalogo_municipio1587,090,MEX,Tenango del Valle
catalogo_municipio1588,090,MIC,Tingambato
catalogo_municipio1589,090,OAX,San Andrés Huaxpaltepec
catalogo_municipio1590,090,PUE,Juan C. Bonilla
catalogo_municipio1591,090,VER,Jamapa
catalogo_municipio1592,090,YUC,Timucuy
catalogo_municipio1593,091,CHP,Tapilula
catalogo_municipio1594,091,JAL,Teocaltiche
catalogo_municipio1595,091,MEX,Teoloyucan
catalogo_municipio1596,091,MIC,Tingüindín
catalogo_municipio1597,091,OAX,San Andrés Huayápam
catalogo_municipio1598,091,PUE,Juan Galindo
catalogo_municipio1599,091,VER,Jesús Carranza
catalogo_municipio1600,091,YUC,Tinum
catalogo_municipio1601,092,CHP,Tecpatán
catalogo_municipio1602,092,JAL,Teocuitatlán de Corona
catalogo_municipio1603,092,MEX,Teotihuacán
catalogo_municipio1604,092,MIC,Tiquicheo de Nicolás Romero
catalogo_municipio1605,092,OAX,San Andrés Ixtlahuaca
catalogo_municipio1606,092,PUE,Juan N. Méndez
catalogo_municipio1607,092,VER,Xico
catalogo_municipio1608,092,YUC,Tixcacalcupul
catalogo_municipio1609,093,CHP,Tenejapa
catalogo_municipio1610,093,JAL,Tepatitlán de Morelos
catalogo_municipio1611,093,MEX,Tepetlaoxtoc
catalogo_municipio1612,093,MIC,Tlalpujahua
catalogo_municipio1613,093,OAX,San Andrés Lagunas
catalogo_municipio1614,093,PUE,Lafragua
catalogo_municipio1615,093,VER,Jilotepec
catalogo_municipio1616,093,YUC,Tixkokob
catalogo_municipio1617,094,CHP,Teopisca
catalogo_municipio1618,094,JAL,Tequila
catalogo_municipio1619,094,MEX,Tepetlixpa
catalogo_municipio1620,094,MIC,Tlazazalca
catalogo_municipio1621,094,OAX,San Andrés Nuxiño
catalogo_municipio1622,094,PUE,Libres
catalogo_municipio1623,094,VER,Juan Rodríguez Clara
catalogo_municipio1624,094,YUC,Tixmehuac
catalogo_municipio1625,095,JAL,Teuchitlán
catalogo_municipio1626,095,MEX,Tepotzotlán
catalogo_municipio1627,095,MIC,Tocumbo
catalogo_municipio1628,095,OAX,San Andrés Paxtlán
catalogo_municipio1629,095,PUE,La Magdalena Tlatlauquitepec
catalogo_municipio1630,095,VER,Juchique de Ferrer
catalogo_municipio1631,095,YUC,Tixpéhual
catalogo_municipio1632,096,CHP,Tila
catalogo_municipio1633,096,JAL,Tizapán el Alto
catalogo_municipio1634,096,MEX,Tequixquiac
catalogo_municipio1635,096,MIC,Tumbiscatío
catalogo_municipio1636,096,OAX,San Andrés Sinaxtla
catalogo_municipio1637,096,PUE,Mazapiltepec de Juárez
catalogo_municipio1638,096,VER,Landero y Coss
catalogo_municipio1639,096,YUC,Tizimín
catalogo_municipio1640,097,CHP,Tonalá
catalogo_municipio1641,097,JAL,Tlajomulco de Zúñiga
catalogo_municipio1642,097,MEX,Texcaltitlán
catalogo_municipio1643,097,MIC,Turicato
catalogo_municipio1644,097,OAX,San Andrés Solaga
catalogo_municipio1645,097,PUE,Mixtla
catalogo_municipio1646,097,VER,Lerdo de Tejada
catalogo_municipio1647,097,YUC,Tunkás
catalogo_municipio1648,098,CHP,Totolapa
catalogo_municipio1649,098,JAL,San Pedro Tlaquepaque
catalogo_municipio1650,098,MEX,Texcalyacac
catalogo_municipio1651,098,MIC,Tuxpan
catalogo_municipio1652,098,OAX,San Andrés Teotilálpam
catalogo_municipio1653,098,PUE,Molcaxac
catalogo_municipio1654,098,VER,Magdalena
catalogo_municipio1655,098,YUC,Tzucacab
catalogo_municipio1656,099,CHP,La Trinitaria
catalogo_municipio1657,099,JAL,Tolimán
catalogo_municipio1658,099,MEX,Texcoco
catalogo_municipio1659,099,MIC,Tuzantla
catalogo_municipio1660,099,OAX,San Andrés Tepetlapa
catalogo_municipio1661,099,PUE,Cañada Morelos
catalogo_municipio1662,099,VER,Maltrata
catalogo_municipio1663,099,YUC,Uayma
catalogo_municipio1664,100,CHP,Tumbalá
catalogo_municipio1665,100,JAL,Tomatlán
catalogo_municipio1666,100,MEX,Tezoyuca
catalogo_municipio1667,100,MIC,Tzintzuntzan
catalogo_municipio1668,100,OAX,San Andrés Yaá
catalogo_municipio1669,100,PUE,Naupan
catalogo_municipio1670,100,VER,Manlio Fabio Altamirano
catalogo_municipio1671,100,YUC,Ucú
catalogo_municipio1672,101,CHP,Tuxtla Gutiérrez
catalogo_municipio1673,101,JAL,Tonalá
catalogo_municipio1674,101,MEX,Tianguistenco
catalogo_municipio1675,101,MIC,Tzitzio
catalogo_municipio1676,101,OAX,San Andrés Zabache
catalogo_municipio1677,101,PUE,Nauzontla
catalogo_municipio1678,101,VER,Mariano Escobedo
catalogo_municipio1679,101,YUC,Umán
catalogo_municipio1680,102,CHP,Tuxtla Chico
catalogo_municipio1681,102,JAL,Tonaya
catalogo_municipio1682,102,MEX,Timilpan
catalogo_municipio1683,102,MIC,Uruapan
catalogo_municipio1684,102,OAX,San Andrés Zautla
catalogo_municipio1685,102,PUE,Nealtican
catalogo_municipio1686,102,VER,Martínez de la Torre
catalogo_municipio1687,102,YUC,Valladolid
catalogo_municipio1688,103,CHP,Tuzantán
catalogo_municipio1689,103,JAL,Tonila
catalogo_municipio1690,103,MEX,Tlalmanalco
catalogo_municipio1691,103,MIC,Venustiano Carranza
catalogo_municipio1692,103,OAX,San Antonino Castillo Velasco
catalogo_municipio1693,103,PUE,Nicolás Bravo
catalogo_municipio1694,103,VER,Mecatlán
catalogo_municipio1695,103,YUC,Xocchel
catalogo_municipio1696,104,CHP,Tzimol
catalogo_municipio1697,104,JAL,Totatiche
catalogo_municipio1698,104,MEX,Tlalnepantla de Baz
catalogo_municipio1699,104,MIC,Villamar
catalogo_municipio1700,104,OAX,San Antonino el Alto
catalogo_municipio1701,104,PUE,Nopalucan
catalogo_municipio1702,104,VER,Mecayapan
catalogo_municipio1703,104,YUC,Yaxcabá
catalogo_municipio1704,105,CHP,Unión Juárez
catalogo_municipio1705,105,JAL,Tototlán
catalogo_municipio1706,105,MEX,Tlatlaya
catalogo_municipio1707,105,MIC,Vista Hermosa
catalogo_municipio1708,105,OAX,San Antonino Monte Verde
catalogo_municipio1709,105,PUE,Ocotepec
catalogo_municipio1710,105,VER,Medellín
catalogo_municipio1711,105,YUC,Yaxkukul
catalogo_municipio1712,106,CHP,Venustiano Carranza
catalogo_municipio1713,106,JAL,Tuxcacuesco
catalogo_municipio1714,106,MEX,Toluca
catalogo_municipio1715,106,MIC,Yurécuaro
catalogo_municipio1716,106,OAX,San Antonio Acutla
catalogo_municipio1717,106,PUE,Ocoyucan
catalogo_municipio1718,106,VER,Miahuatlán
catalogo_municipio1719,106,YUC,Yobaín
catalogo_municipio1720,107,CHP,Villa Corzo
catalogo_municipio1721,107,JAL,Tuxcueca
catalogo_municipio1722,107,MEX,Tonatico
catalogo_municipio1723,107,MIC,Zacapu
