id,c_claveprodserv,descripcion
catalogos.claveprodserv17962,39121620,Materiales transientes de protección
catalogos.claveprodserv17963,39121621,Accesorios y aparatos de protección contra rayos
catalogos.claveprodserv17964,39121622,Fusible automotriz
catalogos.claveprodserv17965,39121623,Fusible electrónico
catalogos.claveprodserv17966,39121624,Soporte de fusible
catalogos.claveprodserv17967,39121625,Fusible de alta velocidad
catalogos.claveprodserv17968,39121626,Fusible de medio voltaje
catalogos.claveprodserv17969,39121627,Fusible de potencia
catalogos.claveprodserv17970,39121628,Fusible semiconductor
catalogos.claveprodserv17971,39121629,Bloque de fusibles
catalogos.claveprodserv17972,39121630,Clip de fusible
catalogos.claveprodserv17973,39121631,Interruptor de circuito de alto voltaje lleno de aceite
catalogos.claveprodserv17974,39121632,Protector de redes
catalogos.claveprodserv17975,39121633,Interruptor de circuito
catalogos.claveprodserv17976,39121634,Protector de sobretensiones
catalogos.claveprodserv17977,39121635,Regulador de voltaje
catalogos.claveprodserv17978,39121636,Limitador de corriente
catalogos.claveprodserv17979,39121637,Supresor de arco
catalogos.claveprodserv17980,39121638,Corte de fusible
catalogos.claveprodserv17981,39121639,Interruptor de vacío
catalogos.claveprodserv17982,39121640,Breaker de circuito eléctrico
catalogos.claveprodserv17983,39121641,Fusible de gancho
catalogos.claveprodserv17984,39121642,Fusible de tornillo
catalogos.claveprodserv17985,39121643,Panel protector de sobrecorriente
catalogos.claveprodserv17986,39121644,Breaker de circuito de alta velocidad
catalogos.claveprodserv17987,39121645,Breaker de circuito de aceite
catalogos.claveprodserv17988,39121646,Breaker de circuito de gas
catalogos.claveprodserv17989,39121647,Descargador electrostático
catalogos.claveprodserv17990,39121648,Aditivo de tierra
catalogos.claveprodserv17991,39121700,Ferretería eléctrica y suministros
catalogos.claveprodserv17992,39121701,Soportes eléctricos
catalogos.claveprodserv17993,39121702,Clips para cables
catalogos.claveprodserv17994,39121703,Enlaces de cables
catalogos.claveprodserv17995,39121704,Placas de pared
catalogos.claveprodserv17996,39121705,Grapas para cables
catalogos.claveprodserv17997,39121706,Bujes de transformadores
catalogos.claveprodserv17998,39121707,Clavos de tabla de arneses
catalogos.claveprodserv17999,39121708,Riel din
catalogos.claveprodserv18000,39121709,Atadura de mango
catalogos.claveprodserv18001,39121710,Receptáculo multiplicador eléctrico
catalogos.claveprodserv18002,39121717,Montaje de fijador de cable
catalogos.claveprodserv18003,39121718,Kits de empalme de cables
catalogos.claveprodserv18004,39121719,Protectores
catalogos.claveprodserv18005,39121720,Asas de transformadores
catalogos.claveprodserv18006,39121721,Aislantes eléctricos
catalogos.claveprodserv18007,39121722,Dispositivo para sacar alambres y cables
catalogos.claveprodserv18008,39121723,Tubo encogible al calor
catalogos.claveprodserv18009,39121724,Artículos para montaje de conector
catalogos.claveprodserv18010,39121725,Mango de cable eléctrico
catalogos.claveprodserv18011,39121726,Atador de cables eléctricos
catalogos.claveprodserv18012,39121727,Varilla aislante eléctrica
catalogos.claveprodserv18013,39121728,Tubo de aislamiento
catalogos.claveprodserv18014,39121729,Juego de cables eléctricos
catalogos.claveprodserv18015,39121730,Roseta eléctrica
catalogos.claveprodserv18016,39121731,Equipo para atar cables
catalogos.claveprodserv18017,39121800,Instalaciones de Edificios Inteligentes - IBI
catalogos.claveprodserv18018,39121801,Unidades o dispositivos de control
catalogos.claveprodserv18019,39121802,Unidades o dispositivos inactivos
catalogos.claveprodserv18020,39121803,Sistema de control de construcción ambiental
catalogos.claveprodserv18021,39121900,Dispositivos y accesorios de seguridad eléctrica
catalogos.claveprodserv18022,39121901,Bloqueo de breaker de circuito
catalogos.claveprodserv18023,39121902,Cerramiento de bloqueo
catalogos.claveprodserv18024,39121903,Bloqueo de pasador y candado
catalogos.claveprodserv18025,39121904,Kit y estación de bloqueo
catalogos.claveprodserv18026,39121905,Dispositivo de bloqueo múltiple
catalogos.claveprodserv18027,39121906,Bloqueo de enchufe y cable
catalogos.claveprodserv18028,39121907,Bloqueo de receptáculo
catalogos.claveprodserv18029,39121908,Bloqueo de interruptor
catalogos.claveprodserv18030,39121909,Bloqueo de válvula
catalogos.claveprodserv18031,39121910,Marcador de voltaje
catalogos.claveprodserv18032,39122000,Unidades eléctricas de velocidades variables
catalogos.claveprodserv18033,39122001,Unidad ac invertida
catalogos.claveprodserv18034,39122002,Unidad dc de control de motor
catalogos.claveprodserv18035,39122003,Unidad de servo control
catalogos.claveprodserv18036,39122100,Equipo de transmisión y distribución eléctrica
catalogos.claveprodserv18037,39122101,Potheads de cable para subestaciones
catalogos.claveprodserv18038,39122102,Cambiador de tomas
catalogos.claveprodserv18039,39122103,Poste de utilidad
catalogos.claveprodserv18040,39122104,Cable galvanizado de refuerzo
catalogos.claveprodserv18041,39122105,Espaciador eléctrico
catalogos.claveprodserv18042,39122106,Abrazadera para cruceta
catalogos.claveprodserv18043,39122107,Bloque de madera de cableado
catalogos.claveprodserv18044,39122108,Varilla de anclaje para cable galvanizado de refuerzo
catalogos.claveprodserv18045,39122109,Cruceta de acero tipo cuadrado
catalogos.claveprodserv18046,39122110,Arandela de conexión para línea eléctrica aérea
catalogos.claveprodserv18047,39122111,Dispositivo para dividir la línea eléctrica del carro
catalogos.claveprodserv18048,39122112,Ojo del juego de aislamiento
catalogos.claveprodserv18049,39122113,Cruceta del poste de utilidad
catalogos.claveprodserv18050,39122114,Toma de vía de bus eléctrico o toma de bus
catalogos.claveprodserv18051,39122115,Varilla de armadura eléctrica
catalogos.claveprodserv18052,39122116,Ajuste de vínculo de línea aérea
catalogos.claveprodserv18053,39122117,Tensión yugo de polo de suspensión
catalogos.claveprodserv18054,39122118,Conector de bloque de cable eléctrico
catalogos.claveprodserv18055,39122119,Torre de acero de transmisión eléctrica
catalogos.claveprodserv18056,39122120,Banda de polo de utilidad
catalogos.claveprodserv18057,39122200,Interruptores eléctricos y accesorios
catalogos.claveprodserv18058,39122201,Interruptor de código
catalogos.claveprodserv18059,39122202,Interruptor de cuchilla
catalogos.claveprodserv18060,39122203,Interruptor sensible
catalogos.claveprodserv18061,39122204,Interruptor de vueltas
catalogos.claveprodserv18062,39122205,Interruptores de seguridad
catalogos.claveprodserv18063,39122206,Reductores o dimers
catalogos.claveprodserv18064,39122207,Interruptores de tambor
catalogos.claveprodserv18065,39122208,Interruptores de tiempos
catalogos.claveprodserv18066,39122209,Interruptores de resorte
catalogos.claveprodserv18067,39122210,Interruptores automáticos por caída de presión
catalogos.claveprodserv18068,39122211,Interruptores de volquete
catalogos.claveprodserv18069,39122212,Conmutadores de botón deslizante
catalogos.claveprodserv18070,39122213,Interruptores de límite
catalogos.claveprodserv18071,39122214,Interruptores de controlador
catalogos.claveprodserv18072,39122215,Interruptores variables
catalogos.claveprodserv18073,39122216,Interruptores de botón
catalogos.claveprodserv18074,39122217,Interruptores giratorios
catalogos.claveprodserv18075,39122218,Interruptor no fusible
catalogos.claveprodserv18076,39122219,Interruptor nivel o flotador
catalogos.claveprodserv18077,39122220,Interruptor de radio frecuencia rf
catalogos.claveprodserv18078,39122221,Parte o accesorio de interruptor
catalogos.claveprodserv18079,39122222,Interruptor de pie
catalogos.claveprodserv18080,39122223,Interruptor de flujo
catalogos.claveprodserv18081,39122224,Interruptor de cerradura
catalogos.claveprodserv18082,39122225,Interruptor de mercurio
catalogos.claveprodserv18083,39122226,Interruptor rocker
catalogos.claveprodserv18084,39122227,Interruptor o control joystick
catalogos.claveprodserv18085,39122228,Interruptor de vacío
catalogos.claveprodserv18086,39122229,Interruptor de temperatura
catalogos.claveprodserv18087,39122230,Interruptor de proximidad
catalogos.claveprodserv18088,39122231,Interruptor dispositivo de combinación
catalogos.claveprodserv18089,39122232,Interruptor de combinación
catalogos.claveprodserv18090,39122233,Interruptor de desconexión
catalogos.claveprodserv18091,39122234,Interruptor de bloqueo
catalogos.claveprodserv18092,39122235,Interruptor de sistema de cableado modular
catalogos.claveprodserv18093,39122236,Interruptor de sensor de ocupación o movimiento
catalogos.claveprodserv18094,39122237,Interruptor de montura de panel
catalogos.claveprodserv18095,39122238,Interruptor de fotocelda
catalogos.claveprodserv18096,39122239,Interruptor de halar
catalogos.claveprodserv18097,39122240,Interruptor de velocidad
catalogos.claveprodserv18098,39122241,Interruptor de lengüeta
catalogos.claveprodserv18099,39122242,Interruptor de suelo
catalogos.claveprodserv18100,39122243,Micro – interruptor
catalogos.claveprodserv18101,39122244,Interruptor de corte
catalogos.claveprodserv18102,39122245,Interruptor magnético
catalogos.claveprodserv18103,39122246,Interruptor de potenciómetro eléctrico
catalogos.claveprodserv18104,39122247,Interruptor de potenciómetro automotriz hvac
catalogos.claveprodserv18105,39122248,Interruptor de distribuidor de señal de potencia
catalogos.claveprodserv18106,39122249,Interruptor de control de timón
catalogos.claveprodserv18107,39122250,Interruptor selector de cambio de transmisión automática
catalogos.claveprodserv18108,39122251,Interruptor detent
catalogos.claveprodserv18109,39122300,Relés eléctricos y accesorios
catalogos.claveprodserv18110,39122301,Relé buchholtz
catalogos.claveprodserv18111,39122302,Relé de distancia
catalogos.claveprodserv18112,39122303,Relé multicontacto
catalogos.claveprodserv18113,39122304,Relé de lengüeta
catalogos.claveprodserv18114,39122305,Relé de medidor
catalogos.claveprodserv18115,39122306,Relé de tierra direccional
catalogos.claveprodserv18116,39122307,Relé auxiliar
catalogos.claveprodserv18117,39122308,Relé de índice diferencial
catalogos.claveprodserv18118,39122309,Relé subterráneo
catalogos.claveprodserv18119,39122310,Relé selector de tierra
catalogos.claveprodserv18120,39122311,Relé de presión
catalogos.claveprodserv18121,39122312,Relé de polaridad
catalogos.claveprodserv18122,39122313,Relé trip free
catalogos.claveprodserv18123,39122314,Relé de bloqueo
catalogos.claveprodserv18124,39122315,Relé electromagnético
catalogos.claveprodserv18125,39122316,Relé de re – cerrado
catalogos.claveprodserv18126,39122317,Relé de aseguramiento
catalogos.claveprodserv18127,39122318,Relé de frecuencia
catalogos.claveprodserv18128,39122319,Relé de corriente directa
catalogos.claveprodserv18129,39122320,Relé horizontal
catalogos.claveprodserv18130,39122321,Relé no polarizado
catalogos.claveprodserv18131,39122322,Relé de voltaje de corriente directa
catalogos.claveprodserv18132,39122323,Relé digital multi – función
catalogos.claveprodserv18133,39122324,Relés de potencia
catalogos.claveprodserv18134,39122325,Relés universales
catalogos.claveprodserv18135,39122326,Relés de clavija bipolar
catalogos.claveprodserv18136,39122327,Relés de voltaje alterno
catalogos.claveprodserv18137,39122328,Relés de mercurio
catalogos.claveprodserv18138,39122329,Relés de acción diferida
catalogos.claveprodserv18139,39122330,Relés de sobrecarga
catalogos.claveprodserv18140,39122331,Relés de control
catalogos.claveprodserv18141,39122332,Relés de interrupción de fase
catalogos.claveprodserv18142,39122333,Relés de estado sólido
catalogos.claveprodserv18143,39122334,Módulo de relés múltiples o de placa de relés
catalogos.claveprodserv18144,39122335,Base o toma de relé
catalogos.claveprodserv18145,39122336,Relé intermitente de luz direccional
catalogos.claveprodserv18146,39122337,Relé de tablero de circuito impreso
catalogos.claveprodserv18147,39131500,Marcadores de alambre y dispositivos para marcar alambre
catalogos.claveprodserv18148,39131501,Marcador de cable de pinza
catalogos.claveprodserv18149,39131502,Marcador de cable de encogimiento por calor
catalogos.claveprodserv18150,39131503,Marcador de cable de deslizar
catalogos.claveprodserv18151,39131504,Marcador de cable de identificación
catalogos.claveprodserv18152,39131505,Herramienta e impresora para rotular cable
catalogos.claveprodserv18153,39131506,Libro de marcador de cable
catalogos.claveprodserv18154,39131507,Tarjeta de arcador de cable
catalogos.claveprodserv18155,39131508,Rollo y dispensador de arcador de cable
catalogos.claveprodserv18156,39131509,Marcador de cable de escribir
catalogos.claveprodserv18157,39131600,Dispositivos de protección de alambre
catalogos.claveprodserv18158,39131601,Tubo corrugado para cableado interno
catalogos.claveprodserv18159,39131602,Manga trenzada expandible
catalogos.claveprodserv18160,39131603,Perfil pasacable
catalogos.claveprodserv18161,39131604,Empaque de espiral
catalogos.claveprodserv18162,39131605,Piso de cables track or guard
catalogos.claveprodserv18163,39131606,Placa de clavos para protección de cable
catalogos.claveprodserv18164,39131607,Cordón para amarrar cables
catalogos.claveprodserv18165,39131608,Sistema de sellamiento de ductos
catalogos.claveprodserv18166,39131700,"Conductos eléctricos, electroductos y cables aéreos"
catalogos.claveprodserv18167,39131701,Electroducto
catalogos.claveprodserv18168,39131702,Dispositivos y accesorios de electroducto
catalogos.claveprodserv18169,39131703,Escalerilla de cables
catalogos.claveprodserv18170,39131704,Bandeja de cables
catalogos.claveprodserv18171,39131705,Dispositivos y accesorios de bandeja de cable
catalogos.claveprodserv18172,39131706,Conducto eléctrico
catalogos.claveprodserv18173,39131707,Acoples de conducto eléctrico
catalogos.claveprodserv18174,39131708,Cuerpo de ajuste de conducto eléctrico
catalogos.claveprodserv18175,39131709,Cableado eléctrico o conductos de cables
catalogos.claveprodserv18176,39131710,Cables aéreos
catalogos.claveprodserv18177,39131711,Dispositivos y accesorios de cableado eléctrico
catalogos.claveprodserv18178,39131712,Ducto de cableado
catalogos.claveprodserv18179,39131713,Dispositivos y accesorios de ducto de cableado
catalogos.claveprodserv18180,39131714,Canaletas para cables
catalogos.claveprodserv18181,39131715,Conducto subterráneo de manguera
catalogos.claveprodserv18182,39131716,Manipulador de cable
catalogos.claveprodserv18183,39131717,Codo de conducto eléctrico
catalogos.claveprodserv18184,39131718,Boquilla de conducto eléctrico
catalogos.claveprodserv18185,39131719,Tubería metálica eléctrica emt
catalogos.claveprodserv18186,39131720,Tubería metálica eléctrica emt roscada
catalogos.claveprodserv18187,40101500,Ventilación
catalogos.claveprodserv18188,40101501,Colectores de aire
catalogos.claveprodserv18189,40101502,Extractores de aire
catalogos.claveprodserv18190,40101503,Rejilla de ventilación
catalogos.claveprodserv18191,40101504,Compuertas de ventilación
catalogos.claveprodserv18192,40101505,Difusores de aire
catalogos.claveprodserv18193,40101506,Tubos de ventilación
catalogos.claveprodserv18194,40101507,Tubería de ventilación en espiral
catalogos.claveprodserv18195,40101508,Cortina de ventilación
catalogos.claveprodserv18196,40101509,Clavos para sistemas de ventilación
catalogos.claveprodserv18197,40101510,Tubería de ventilación
catalogos.claveprodserv18198,40101511,Colgador para tubos de ventilación
catalogos.claveprodserv18199,40101512,Dispositivos para tubos de ventilación
catalogos.claveprodserv18200,40101600,Circulación del aire y piezas y accesorios
catalogos.claveprodserv18201,40101601,Secadores
catalogos.claveprodserv18202,40101602,Circuladores de aire
catalogos.claveprodserv18203,40101603,Impulsores
catalogos.claveprodserv18204,40101604,Ventiladores
catalogos.claveprodserv18205,40101605,Protectores o sus accesorios para ventiladores
catalogos.claveprodserv18206,40101606,Dispositivos de seguridad para ventiladores
catalogos.claveprodserv18207,40101607,Válvula de control de volumen de aire
catalogos.claveprodserv18208,40101608,Unidad de filtrado para ventiladores
catalogos.claveprodserv18209,40101609,Ventiladores de techo
catalogos.claveprodserv18210,40101610,Kit de ventiladores de techo
catalogos.claveprodserv18211,40101700,Enfriamiento
catalogos.claveprodserv18212,40101701,Aires acondicionados
catalogos.claveprodserv18213,40101702,Intercambiadores de enfriado
catalogos.claveprodserv18214,40101703,Enfriadores de evaporación
catalogos.claveprodserv18215,40101704,Unidades de condensación
catalogos.claveprodserv18216,40101705,Ensamblajes de tubos capilares
catalogos.claveprodserv18217,40101706,Obturadores de aire acondicionado
catalogos.claveprodserv18218,40101707,Accesorios para torres de enfriamiento
catalogos.claveprodserv18219,40101708,Unidad de ventilador de bobina
catalogos.claveprodserv18220,40101709,Unidad de manejo de aire
catalogos.claveprodserv18221,40101710,Enfriador de reciprocidad
catalogos.claveprodserv18222,40101711,Enfriador de líquido centrífugo
catalogos.claveprodserv18223,40101712,Enfriador de tornillo
catalogos.claveprodserv18224,40101713,Enfriador de absorción
catalogos.claveprodserv18225,40101714,Enfriador calentador de absorción
catalogos.claveprodserv18226,40101715,Cámara de temperatura y humedad constantes
catalogos.claveprodserv18227,40101716,Torre enfriadora
catalogos.claveprodserv18228,40101717,Ahorrador de energía para aire acondicionado
catalogos.claveprodserv18229,40101718,Bobina enfriadora
catalogos.claveprodserv18230,40101719,Receptor de líquido refrigerante
catalogos.claveprodserv18231,40101720,Unidad de enfriamiento
catalogos.claveprodserv18232,40101721,Condensador de agua enfriada
catalogos.claveprodserv18233,40101722,Condensador de vapor
catalogos.claveprodserv18234,40101800,Equipo de calefacción y piezas y accesorios
catalogos.claveprodserv18235,40101801,Radiadores
catalogos.claveprodserv18236,40101802,Intercambiadores de calor
catalogos.claveprodserv18237,40101805,Calefacción
catalogos.claveprodserv18238,40101806,Bombas de calor
catalogos.claveprodserv18239,40101807,Unidades de calefacción solar
catalogos.claveprodserv18240,40101808,Estufas de calefacción
catalogos.claveprodserv18241,40101809,Calentadores de circulación
catalogos.claveprodserv18242,40101810,Calentadores de conductos de bobina
catalogos.claveprodserv18243,40101811,Calentadores de convección
catalogos.claveprodserv18244,40101812,Intercambiadores divididos
catalogos.claveprodserv18245,40101813,Intercambiadores de doble división
catalogos.claveprodserv18246,40101814,Calentadores de aletas tubulares
catalogos.claveprodserv18247,40101815,Calentadores de inmersión
catalogos.claveprodserv18248,40101816,Intercambiadores de teteras
catalogos.claveprodserv18249,40101817,Intercambiadores de una vía
catalogos.claveprodserv18250,40101818,Calentadores de procesamiento de aire
catalogos.claveprodserv18251,40101819,Calentadores de espacio
catalogos.claveprodserv18252,40101820,Intercambiadores divididos
catalogos.claveprodserv18253,40101821,Calentadores de banda
catalogos.claveprodserv18254,40101822,Calentadores tubulares
catalogos.claveprodserv18255,40101823,Intercambiadores de dos vías
catalogos.claveprodserv18256,40101824,Calentador de cuarzo
catalogos.claveprodserv18257,40101825,Calentadores de agua para uso doméstico
catalogos.claveprodserv18258,40101826,Calentadores de agua comerciales
catalogos.claveprodserv18259,40101827,Calentadores de fibra cerámica
catalogos.claveprodserv18260,40101828,Calentadores de cartucho
catalogos.claveprodserv18261,40101829,Calentadores de tiro
catalogos.claveprodserv18262,40101830,Elementos de calefacción
catalogos.claveprodserv18263,40101831,Calentadores de inducción
catalogos.claveprodserv18264,40101832,Puertas para equipos de calefacción
catalogos.claveprodserv18265,40101833,Encendedor para calderas o calentadores
catalogos.claveprodserv18266,40101834,Quemadores (fogones)
catalogos.claveprodserv18267,40101835,Plato intercambiador de calor
catalogos.claveprodserv18268,40101836,Intercambiador de calor de concha y de tubo
catalogos.claveprodserv18269,40101837,Chimenea
catalogos.claveprodserv18270,40101838,Economizador
catalogos.claveprodserv18271,40101839,Placas difusoras
catalogos.claveprodserv18272,40101840,Calentador de película
catalogos.claveprodserv18273,40101841,Pre calentador de aire
catalogos.claveprodserv18274,40101842,Dispositivo para derretir hielo
catalogos.claveprodserv18275,40101843,Horno eléctrico
catalogos.claveprodserv18276,40101844,Horno de alta frecuencia de inducción al vacío
catalogos.claveprodserv18277,40101845,Horno de reverberación
catalogos.claveprodserv18278,40101846,Horno de baño de sal
catalogos.claveprodserv18279,40101847,Horno eléctrico de carbonización y nitrificación
catalogos.claveprodserv18280,40101848,Sistema de calefacción de aire forzado
catalogos.claveprodserv18281,40101849,Cabezal de distribución de agua caliente
catalogos.claveprodserv18282,40101850,Horno crematorio
catalogos.claveprodserv18283,40101900,Control de humedad
catalogos.claveprodserv18284,40101901,Vaporizadores
catalogos.claveprodserv18285,40101902,Deshumidificadores
catalogos.claveprodserv18286,40101903,Humidificadores
catalogos.claveprodserv18287,40102000,Calderas
catalogos.claveprodserv18288,40102001,Quemadores de tubo radiante
catalogos.claveprodserv18289,40102002,Quemadores de tubo de agua
catalogos.claveprodserv18290,40102003,Quemadores eléctricos
catalogos.claveprodserv18291,40102004,Quemadores operados con gas natural
catalogos.claveprodserv18292,40102005,Quemadores operados con gas propano
catalogos.claveprodserv18293,40102006,Quemadores operados con calor sobrante
catalogos.claveprodserv18294,40102007,Mini quemadores de aceite
catalogos.claveprodserv18295,40102100,Chimeneas y accesorios
catalogos.claveprodserv18296,40102101,Chimeneas operadas con leña
catalogos.claveprodserv18297,40102102,Chimenea a gas de ventilador b
catalogos.claveprodserv18298,40102103,Chimenea a gas de ventilador directo
catalogos.claveprodserv18299,40102104,Chimenea a gas de ventilador libre
catalogos.claveprodserv18300,40102105,Chimenea eléctrica
catalogos.claveprodserv18301,40102106,Fachadas de chimeneas
catalogos.claveprodserv18302,40102107,Repisas para chimeneas
catalogos.claveprodserv18303,40141600,Válvulas
catalogos.claveprodserv18304,40141602,Válvulas de aguja
catalogos.claveprodserv18305,40141603,Válvulas neumáticas
catalogos.claveprodserv18306,40141604,Válvulas de seguridad
catalogos.claveprodserv18307,40141605,Válvulas solenoides
catalogos.claveprodserv18308,40141606,Válvulas de relevo
catalogos.claveprodserv18309,40141607,Válvulas de bola
catalogos.claveprodserv18310,40141608,Válvulas hidráulicas
catalogos.claveprodserv18311,40141609,Válvulas de control
catalogos.claveprodserv18312,40141610,Válvulas de flotación
catalogos.claveprodserv18313,40141611,Válvulas de globo
catalogos.claveprodserv18314,40141612,Válvulas de expansión
catalogos.claveprodserv18315,40141613,Válvulas de compuerta
catalogos.claveprodserv18316,40141615,Válvulas de lengüeta
catalogos.claveprodserv18317,40141616,Partes o accesorios para válvulas
catalogos.claveprodserv18318,40141617,Válvulas esféricas de ángulo
catalogos.claveprodserv18319,40141618,Válvulas de seguridad de bola
catalogos.claveprodserv18320,40141619,Válvulas de mariposa con diseño de casquillo
catalogos.claveprodserv18321,40141620,Válvulas de mariposa con diseño de disco
catalogos.claveprodserv18322,40141621,Válvulas de diafragma
catalogos.claveprodserv18323,40141622,Válvulas de seguridad en línea
catalogos.claveprodserv18324,40141623,Válvulas tipo compuerta
catalogos.claveprodserv18325,40141624,Válvulas con pistones lubricados
catalogos.claveprodserv18326,40141625,Válvulas purgadoras de sedimentos (barro o lodo)
catalogos.claveprodserv18327,40141626,Válvulas con pistón no lubricado
catalogos.claveprodserv18328,40141627,Válvulas de orificio
catalogos.claveprodserv18329,40141628,Válvulas piloto
catalogos.claveprodserv18330,40141629,Válvulas de pinzamiento
catalogos.claveprodserv18331,40141630,Válvulas de seguridad de pistón
catalogos.claveprodserv18332,40141631,Válvulas de bombeo
catalogos.claveprodserv18333,40141632,Válvulas de monitoreo
catalogos.claveprodserv18334,40141633,Válvulas deslizantes
catalogos.claveprodserv18335,40141634,Válvulas de control de rotación
catalogos.claveprodserv18336,40141635,Válvulas de turbina
catalogos.claveprodserv18337,40141636,Kits de válvulas
catalogos.claveprodserv18338,40141637,Válvulas de control de disco
catalogos.claveprodserv18339,40141638,Válvulas alternadoras
catalogos.claveprodserv18340,40141639,Válvulas de llenado del inodoro
catalogos.claveprodserv18341,40141640,Válvulas de inodoro
catalogos.claveprodserv18342,40141641,Válvulas solenoides
catalogos.claveprodserv18343,40141642,Válvulas de asiento (o auxiliares)
catalogos.claveprodserv18344,40141643,Válvulas de contención
catalogos.claveprodserv18345,40141644,Válvulas de esclusa rotativas
catalogos.claveprodserv18346,40141645,Vástagos de válvulas
catalogos.claveprodserv18347,40141646,Soportes (asientos) de válvulas
catalogos.claveprodserv18348,40141647,Válvulas de segmento
catalogos.claveprodserv18349,40141648,Válvulas magnéticas
catalogos.claveprodserv18350,40141649,Ensamblaje de bobina de válvula de control direccional
catalogos.claveprodserv18351,40141650,Válvula de gas comprimido
catalogos.claveprodserv18352,40141651,Válvula de aire
catalogos.claveprodserv18353,40141652,Válvula reductora de presión
catalogos.claveprodserv18354,40141653,Válvula de compuerta
catalogos.claveprodserv18355,40141654,Válvula de regulación
catalogos.claveprodserv18356,40141655,Válvula de vacío
catalogos.claveprodserv18357,40141656,Válvula de brida tipo mariposa
catalogos.claveprodserv18358,40141657,Válvula de control de rociadores
catalogos.claveprodserv18359,40141658,Válvula de bloqueo y sangrado
catalogos.claveprodserv18360,40141659,Válvula horizontal de elevación
catalogos.claveprodserv18361,40141700,Material de ferretería y accesorios
catalogos.claveprodserv18362,40141719,Adaptadores para plomería
catalogos.claveprodserv18363,40141720,Conectores para plomería
catalogos.claveprodserv18364,40141725,Ganchos (soportes) para plomería
catalogos.claveprodserv18365,40141726,Hidrantes
catalogos.claveprodserv18366,40141727,Plomería de ventilación
catalogos.claveprodserv18367,40141731,Boquillas
catalogos.claveprodserv18368,40141732,Centradores (arañas) para plomería
catalogos.claveprodserv18369,40141734,Conectores para mangueras
catalogos.claveprodserv18370,40141735,Embudos
catalogos.claveprodserv18371,40141736,Graseras (de lubricación)
catalogos.claveprodserv18372,40141737,Diafragmas
catalogos.claveprodserv18373,40141738,Tapones de drenaje (de aceite)
catalogos.claveprodserv18374,40141739,Tapas de desagüe
catalogos.claveprodserv18375,40141740,Llave de la gasolina
catalogos.claveprodserv18376,40141741,Orificios de ajuste
catalogos.claveprodserv18377,40141742,Atomizadores
catalogos.claveprodserv18378,40141743,Puntas o capas de boquillas
catalogos.claveprodserv18379,40141744,Cuencos de drenaje
catalogos.claveprodserv18380,40141745,Fusibles de alta temperatura
catalogos.claveprodserv18381,40141746,Mirillas (indicadores de nivel)
catalogos.claveprodserv18382,40141747,Trampa de grasas
catalogos.claveprodserv18383,40141749,Interruptor de vacío
catalogos.claveprodserv18384,40141750,Brazo (de tubería)
catalogos.claveprodserv18385,40141751,Codos (de tubería)
catalogos.claveprodserv18386,40141755,Resorte para evitar movimiento de tubería
catalogos.claveprodserv18387,40141756,Caja de accesorios para conectar tubos
catalogos.claveprodserv18388,40141757,Escudetes
catalogos.claveprodserv18389,40141758,Canal de drenaje
catalogos.claveprodserv18390,40141759,Desagües de piso
catalogos.claveprodserv18391,40141760,Hidrante anti congelamiento
catalogos.claveprodserv18392,40141761,Múltiple (colector) de tubería
catalogos.claveprodserv18393,40141762,Dispositivo protector del medidor de agua
catalogos.claveprodserv18394,40141763,Supresor de golpes de ariete
catalogos.claveprodserv18395,40141764,Ensamblaje de mangueras
catalogos.claveprodserv18396,40141765,Separador de drenaje
catalogos.claveprodserv18397,40141766,Regulador de cierre con asiento para trabajos de agua
catalogos.claveprodserv18398,40141767,Zapatas para tubería
catalogos.claveprodserv18399,40141768,Adaptador desmontable
catalogos.claveprodserv18400,40141769,Caja o cámara de válvulas
catalogos.claveprodserv18401,40141770,Máquina de fusión de tubos
catalogos.claveprodserv18402,40141900,Conductos
catalogos.claveprodserv18403,40141901,Conductos flexibles
catalogos.claveprodserv18404,40141902,Conductos rígidos
catalogos.claveprodserv18405,40141903,Conductos o red de conductos de manganeso
catalogos.claveprodserv18406,40141904,Conductos o red de conductos de aleación ferrosa
catalogos.claveprodserv18407,40141905,Conductos o red de conductos de titanio
catalogos.claveprodserv18408,40141906,Conductos o red de conductos de latón
catalogos.claveprodserv18409,40141907,Conductos o red de conductos de latón
catalogos.claveprodserv18410,40141908,Conductos o red de conductos de plomo
catalogos.claveprodserv18411,40141909,Conductos o red de conductos de bronce
catalogos.claveprodserv18412,40141910,Conductos o red de conductos de zinc
catalogos.claveprodserv18413,40141911,Conductos o red de conductos de acero
catalogos.claveprodserv18414,40141912,Conductos o red de conductos de hierro
catalogos.claveprodserv18415,40141913,Conductos o red de conductos de cemento
catalogos.claveprodserv18416,40141914,Conductos o red de conductos de plástico
catalogos.claveprodserv18417,40141915,Conductos o red de conductos de caucho
catalogos.claveprodserv18418,40141916,Conductos o red de conductos de vidrio
catalogos.claveprodserv18419,40141917,Conductos o red de conductos de piedra
catalogos.claveprodserv18420,40141918,Conductos o red de conductos de aleación no ferrosa
catalogos.claveprodserv18421,40141919,Conductos o red de conductos de aluminio
catalogos.claveprodserv18422,40141920,Conductos o red de conductos de acero inoxidable
catalogos.claveprodserv18423,40141921,Conductos o red de conductos de metales preciosos
catalogos.claveprodserv18424,40141922,Conductos o red de conductos de cobre
