id,c_colonia,c_codigopostal,descripcion
catalogo_colonias37129,0865,34885,San José de Acevedo
catalogo_colonias37130,0865,36940,Buenavista de Cortés
catalogo_colonias37131,0865,39890,Ciudad Luis Donaldo Colosio
catalogo_colonias37132,0865,42924,General Pedro María Anaya
catalogo_colonias37133,0865,45186,Arroyo Hondo 2a Secc
catalogo_colonias37134,0865,58891,Uruétaro
catalogo_colonias37135,0865,62732,13 de Septiembre
catalogo_colonias37136,0865,63715,Nueva Galicia
catalogo_colonias37137,0865,66215,San Pedro
catalogo_colonias37138,0865,70215,Lic Andres Caso
catalogo_colonias37139,0865,73191,Laguna Seca
catalogo_colonias37140,0865,77519,Supermanzana 209
catalogo_colonias37141,0865,78436,Bugambilias
catalogo_colonias37142,0865,81622,La Palma
catalogo_colonias37143,0865,85030,Agronomos
catalogo_colonias37144,0865,88170,Hipódromo
catalogo_colonias37145,0865,90280,La Villa
catalogo_colonias37146,0865,97203,Mérida
catalogo_colonias37147,0865,98716,Lázaro Cárdenas
catalogo_colonias37148,0866,20947,El Zapote
catalogo_colonias37149,0866,22470,Magisterial
catalogo_colonias37150,0866,23456,Paraíso
catalogo_colonias37151,0866,24646,San Miguel
catalogo_colonias37152,0866,26406,Dolores
catalogo_colonias37153,0866,29910,Tila
catalogo_colonias37154,0866,32370,Villas Santa Fe
catalogo_colonias37155,0866,34850,El Llano
catalogo_colonias37156,0866,36940,La Cal Grande
catalogo_colonias37157,0866,39890,Granjas del Marqués
catalogo_colonias37158,0866,42930,José María Pino Suárez
catalogo_colonias37159,0866,45199,Benito Juárez
catalogo_colonias37160,0866,50924,Cieneguillas de Mañones
catalogo_colonias37161,0866,58895,El Lometón
catalogo_colonias37162,0866,63715,Nueva Era
catalogo_colonias37163,0866,70024,Año de Juárez
catalogo_colonias37164,0866,73193,Tejamaniles
catalogo_colonias37165,0866,76116,Ex-Hacienda Santana
catalogo_colonias37166,0866,77984,10 de Septiembre
catalogo_colonias37167,0866,79028,Bugambilias
catalogo_colonias37168,0866,81623,San Isidro
catalogo_colonias37169,0866,90490,San Pablo
catalogo_colonias37170,0866,95646,La Gravera
catalogo_colonias37171,0866,97205,San Luis Chuburna
catalogo_colonias37172,0866,98717,Chinanpas
catalogo_colonias37173,0867,06060,Centro (Área 6)
catalogo_colonias37174,0867,20953,Cañada de Rodeo
catalogo_colonias37175,0867,22435,Roberto de La Madrid
catalogo_colonias37176,0867,23456,Privada Perla
catalogo_colonias37177,0867,24644,Santo Domingo
catalogo_colonias37178,0867,26409,Tepeyac (El Capricho)
catalogo_colonias37179,0867,29910,Jolja Tiontiepa
catalogo_colonias37180,0867,32376,El Campanario
catalogo_colonias37181,0867,34857,La Constancia
catalogo_colonias37182,0867,36947,Palo Verde
catalogo_colonias37183,0867,42931,Estación Sayula
catalogo_colonias37184,0867,45199,Benito Juárez Norte
catalogo_colonias37185,0867,50924,San Agustín las Tablas
catalogo_colonias37186,0867,58895,Santa Ana del Arco
catalogo_colonias37187,0867,62546,Las Vivianas
catalogo_colonias37188,0867,63715,San José
catalogo_colonias37189,0867,66216,Vista Montaña 1er Sector
catalogo_colonias37190,0867,71243,Aquiles Serdán
catalogo_colonias37191,0867,73195,Buenavista
catalogo_colonias37192,0867,76116,Villas de Guadalupe
catalogo_colonias37193,0867,77516,Bahía Real
catalogo_colonias37194,0867,78438,Los Cactus
catalogo_colonias37195,0867,81624,El Llano
catalogo_colonias37196,0867,90490,Los Girasoles
catalogo_colonias37197,0867,95870,Granja
catalogo_colonias37198,0867,97203,Almendros
catalogo_colonias37199,0867,98717,Chinanpas
catalogo_colonias37200,0868,20955,La Mesa del Contadero (El Contadero)
catalogo_colonias37201,0868,23456,Real de Miramar
catalogo_colonias37202,0868,24643,Tepeyac
catalogo_colonias37203,0868,26410,Vieja Palestina
catalogo_colonias37204,0868,29912,Miguel Alemán
catalogo_colonias37205,0868,36940,San Miguel de Camarena
catalogo_colonias37206,0868,39890,Jardín Princesas I
catalogo_colonias37207,0868,42945,Juandhó
catalogo_colonias37208,0868,45186,Lomas Del Refugio
catalogo_colonias37209,0868,50925,Loma del Salitre
catalogo_colonias37210,0868,58905,El Toronjo
catalogo_colonias37211,0868,62733,San Juan
catalogo_colonias37212,0868,63715,Jalisco
catalogo_colonias37213,0868,66217,Plan de Ayala
catalogo_colonias37214,0868,68090,Arboleda
catalogo_colonias37215,0868,76116,Cerrito Colorado 2a Secc
catalogo_colonias37216,0868,77086,Las Americas II
catalogo_colonias37217,0868,81624,San Luciano
catalogo_colonias37218,0868,85038,Villa California
catalogo_colonias37219,0868,86853,Jahuacapa
catalogo_colonias37220,0868,88175,América
catalogo_colonias37221,0868,90600,Petroquímica
catalogo_colonias37222,0868,91697,La Guadalupe
catalogo_colonias37223,0868,98717,El Fresno
catalogo_colonias37224,0869,20957,Pedernal Primero
catalogo_colonias37225,0869,23936,El Silencio
catalogo_colonias37226,0869,24645,Tomas Aznar Barbachano
catalogo_colonias37227,0869,26411,Nueva Palestina (La Y)
catalogo_colonias37228,0869,29913,Álvaro Obregón
catalogo_colonias37229,0869,32376,Santa Mónica
catalogo_colonias37230,0869,34857,Texcalillo
catalogo_colonias37231,0869,36945,Corrales de Rábago
catalogo_colonias37232,0869,39890,Jardín Princesas II
catalogo_colonias37233,0869,42940,Tetepango Centro
catalogo_colonias37234,0869,45186,Nueva España
catalogo_colonias37235,0869,50925,Barrio la Unión Ocoyotepec
catalogo_colonias37236,0869,58914,La Lobera
catalogo_colonias37237,0869,62737,San Carlos
catalogo_colonias37238,0869,63715,Niños Héroes
catalogo_colonias37239,0869,68285,Arbolada Brenamiel
catalogo_colonias37240,0869,73200,Nuevo Necaxa
catalogo_colonias37241,0869,76116,Teotihuacan
catalogo_colonias37242,0869,77086,Las Américas III
catalogo_colonias37243,0869,81625,La Esperanza
catalogo_colonias37244,0869,85039,Fovissste 3
catalogo_colonias37245,0869,86864,Puyacatengo Norte
catalogo_colonias37246,0869,88176,El Bayito
catalogo_colonias37247,0869,90600,Tlahuicole IMSS
catalogo_colonias37248,0869,95600,La Guadalupe
catalogo_colonias37249,0869,97205,Pinzon
catalogo_colonias37250,0869,98717,El Húmedo
catalogo_colonias37251,0870,20957,El Rincón de la Virgen (El Rincón)
catalogo_colonias37252,0870,23975,Las Margaritas (el Piloto)
catalogo_colonias37253,0870,24645,Unidad y Trabajo
catalogo_colonias37254,0870,26412,La Muralla
catalogo_colonias37255,0870,29914,El Calvario Pulientel
catalogo_colonias37256,0870,34855,Tuitán (San José de Tuitán)
catalogo_colonias37257,0870,36945,Hacienda del Carmen
catalogo_colonias37258,0870,39890,La Chaparrita
catalogo_colonias37259,0870,42945,Ulapa de Melchor Ocampo
catalogo_colonias37260,0870,45200,El Quemado
catalogo_colonias37261,0870,50926,Casa Nueva (Casa Nueva Yebuciví)
catalogo_colonias37262,0870,58905,Puerto de Cabras
catalogo_colonias37263,0870,62736,Vicente Guerrero
catalogo_colonias37264,0870,63550,Villa de Guadalupe
catalogo_colonias37265,0870,66218,Lucio Blanco 1er Sector
catalogo_colonias37266,0870,70805,Arriba
catalogo_colonias37267,0870,76117,San Marcos
catalogo_colonias37268,0870,77029,Bosques del Lago
catalogo_colonias37269,0870,78147,Camelinas
catalogo_colonias37270,0870,81630,Estación Acatita
catalogo_colonias37271,0870,86846,Chichonal 1ra. Sección
catalogo_colonias37272,0870,88176,Unión Del Recuerdo
catalogo_colonias37273,0870,90610,Jesús
catalogo_colonias37274,0870,97206,Las Dalias
catalogo_colonias37275,0870,98712,El Papanton
catalogo_colonias37276,0871,20955,San Rafael
catalogo_colonias37277,0871,22430,Garita Otay
catalogo_colonias37278,0871,23560,El Campamento
catalogo_colonias37279,0871,24644,Unión 20 de Junio
catalogo_colonias37280,0871,26415,Cristales
catalogo_colonias37281,0871,29914,El Campanario
catalogo_colonias37282,0871,34850,Cardenchos
catalogo_colonias37283,0871,36945,San Isidro del Carmen
catalogo_colonias37284,0871,39890,Olinalá Princess
catalogo_colonias37285,0871,42963,Teltipán de Juárez
catalogo_colonias37286,0871,45138,Jardines de Nuevo México
catalogo_colonias37287,0871,50927,Yebuciví Centro (Yebuciví)
catalogo_colonias37288,0871,58900,Santa Ana Maya
catalogo_colonias37289,0871,62736,Francisco Villa
catalogo_colonias37290,0871,63550,Solorceño
catalogo_colonias37291,0871,66218,Echeverría
catalogo_colonias37292,0871,73211,Necaxaltépetl
catalogo_colonias37293,0871,76117,Desarrollo Familiar
catalogo_colonias37294,0871,78154,Morales Campestre
catalogo_colonias37295,0871,81632,La Unión
catalogo_colonias37296,0871,85050,Cajeme
catalogo_colonias37297,0871,86850,Jalapa
catalogo_colonias37298,0871,88177,Arturo Cortés Villada
catalogo_colonias37299,0871,90804,Los Álamos
catalogo_colonias37300,0871,91527,La Herradura
catalogo_colonias37301,0871,97205,Privada las Flores
catalogo_colonias37302,0871,98718,El Portalillo
catalogo_colonias37303,0872,20964,El Pensamiento
catalogo_colonias37304,0872,22457,FOVISSSTE
catalogo_colonias37305,0872,23250,La Trinidad
catalogo_colonias37306,0872,24643,Valentín Gómez Farias
catalogo_colonias37307,0872,26420,San Carlos
catalogo_colonias37308,0872,29914,Jochintiol
catalogo_colonias37309,0872,32379,Atenas II
catalogo_colonias37310,0872,34857,El Pueblito 20 de Noviembre (La Fabrica)
catalogo_colonias37311,0872,36945,Cerritos Blancos
catalogo_colonias37312,0872,39890,Parque Ecológico de Viveristas
catalogo_colonias37313,0872,42950,Centro
catalogo_colonias37314,0872,50927,Palos Amarillos (Palos Amarillos Yebuciví)
catalogo_colonias37315,0872,62736,Tehuixtlera
catalogo_colonias37316,0872,66219,Revolución 2do Sector
catalogo_colonias37317,0872,68103,Artículo 123 Oriente
catalogo_colonias37318,0872,76117,Rubén Jaramillo
catalogo_colonias37319,0872,77533,Supermanzana 14 A
catalogo_colonias37320,0872,79070,Cantarranas
catalogo_colonias37321,0872,81639,Bruno Beltrán García
catalogo_colonias37322,0872,85059,Cd. Obregón (Ciudad Obregón)
catalogo_colonias37323,0872,86845,San Juan el Alto 2da. Sección
catalogo_colonias37324,0872,90163,Lomas del Sol
catalogo_colonias37325,0872,97203,Francisco de Montejo
catalogo_colonias37326,0872,98713,Huerta Santa Teresa
catalogo_colonias37327,0873,06070,Centro (Área 7)
catalogo_colonias37328,0873,20956,Piedras Negras
catalogo_colonias37329,0873,22640,Las Plazas
catalogo_colonias37330,0873,23234,San Pedro México
catalogo_colonias37331,0873,24656,22 de Abril
catalogo_colonias37332,0873,26429,El Orégano
catalogo_colonias37333,0873,29915,Jolja
catalogo_colonias37334,0873,32379,El Portal
catalogo_colonias37335,0873,34857,Francisco Villa (San Isidro)
catalogo_colonias37336,0873,36944,Cruces de Rojas
catalogo_colonias37337,0873,39893,Alfredo V Bonfil
catalogo_colonias37338,0873,45138,Residencial Militar
catalogo_colonias37339,0873,50927,Piedras Blancas (Piedras Blancas Centro)
catalogo_colonias37340,0873,58919,Santa Rosa (El Tejocote)
catalogo_colonias37341,0873,62736,Alejandra
catalogo_colonias37342,0873,63550,San Antonio
catalogo_colonias37343,0873,66220,Del Valle
catalogo_colonias37344,0873,68230,Del Atayúco
catalogo_colonias37345,0873,73220,Chicahuaxtla
catalogo_colonias37346,0873,76117,San Pedro Mártir
catalogo_colonias37347,0873,77376,Tres Marias
catalogo_colonias37348,0873,78136,Casanova
catalogo_colonias37349,0873,81640,Gustavo Díaz Ordaz [Campo Plata]
catalogo_colonias37350,0873,85060,Benito Juárez
catalogo_colonias37351,0873,86846,San Miguel Afuera
catalogo_colonias37352,0873,88179,Bellavista
catalogo_colonias37353,0873,90163,San Marcos I
catalogo_colonias37354,0873,94542,La Joyita
catalogo_colonias37355,0873,97203,Nueva San Jose Chuburna
catalogo_colonias37356,0873,98712,Indeco
catalogo_colonias37357,0874,20970,Tapias Viejas
catalogo_colonias37358,0874,22457,Maestros Universitarios
catalogo_colonias37359,0874,23230,Gral. Juan Dominguez Cota
catalogo_colonias37360,0874,24647,Dos Lagunas
catalogo_colonias37361,0874,26430,Santa Rosa
catalogo_colonias37362,0874,29915,La Unión Juárez
catalogo_colonias37363,0874,32379,San Miguel de Allende
catalogo_colonias37364,0874,34856,Ojo de Agua de San Juan
catalogo_colonias37365,0874,36944,Hornitos (Hornos)
catalogo_colonias37366,0874,42960,Doxey
catalogo_colonias37367,0874,45242,San Francisco de Ixcatán
catalogo_colonias37368,0874,50930,La Tinaja
catalogo_colonias37369,0874,58909,San Nicolás Cuiritzeo
catalogo_colonias37370,0874,62738,Santa Rosa
catalogo_colonias37371,0874,63550,Santa Cecilia
catalogo_colonias37372,0874,71057,Atotonilco
catalogo_colonias37373,0874,76118,Rosendo Salazar
catalogo_colonias37374,0874,77376,Constituyentes del Setenta y Cuatro
catalogo_colonias37375,0874,78394,Cecilia Occely
catalogo_colonias37376,0874,81642,Campo el General
catalogo_colonias37377,0874,85065,Parque Industrial
catalogo_colonias37378,0874,88179,Bertha de Avellano
catalogo_colonias37379,0874,90163,San Marcos II
catalogo_colonias37380,0874,94732,Libertad
catalogo_colonias37381,0874,97203,Magnolias
catalogo_colonias37382,0874,98715,Jerusalem
catalogo_colonias37383,0875,06080,Centro (Área 8)
catalogo_colonias37384,0875,20974,Puentes Cuates
catalogo_colonias37385,0875,22457,Otay Constituyentes
catalogo_colonias37386,0875,23473,Buena Vista
catalogo_colonias37387,0875,24325,San Pedro
catalogo_colonias37388,0875,26431,San Matías
catalogo_colonias37389,0875,29915,Nueva Esperanza
catalogo_colonias37390,0875,32380,Chihuahua
catalogo_colonias37391,0875,34857,El Partidor
catalogo_colonias37392,0875,36943,Lagunillas
catalogo_colonias37393,0875,39893,3 Vidas
catalogo_colonias37394,0875,42965,Teocalco
catalogo_colonias37395,0875,45205,San Miguel Tateposco
catalogo_colonias37396,0875,50945,San Nicolás Amealco
catalogo_colonias37397,0875,58910,El Cuervo
catalogo_colonias37398,0875,62748,La Ciénega
catalogo_colonias37399,0875,63550,Emiliano Zapata
catalogo_colonias37400,0875,66220,Jardines Del Valle
catalogo_colonias37401,0875,71707,Atotonilquillo
catalogo_colonias37402,0875,73220,Tlaltepango
catalogo_colonias37403,0875,76118,Morelos
catalogo_colonias37404,0875,77645,Miraflores
catalogo_colonias37405,0875,81649,Agustina Ramírez
catalogo_colonias37406,0875,85070,La Reforma
catalogo_colonias37407,0875,88179,La Sandía
catalogo_colonias37408,0875,90163,Tepectipac
catalogo_colonias37409,0875,91727,La Loma
catalogo_colonias37410,0875,97219,Pedregal Lindavista
catalogo_colonias37411,0875,98712,Las Lomas
catalogo_colonias37412,0876,20990,General Ignacio Zaragoza (Venadero)
catalogo_colonias37413,0876,22450,Plaza Otay
catalogo_colonias37414,0876,24325,Ribera Media
catalogo_colonias37415,0876,26435,Palmira (Victoria)
catalogo_colonias37416,0876,29915,Petalcingo
catalogo_colonias37417,0876,32380,Del Encino
catalogo_colonias37418,0876,34857,Ojo de Agua los Berros (Los Berros)
catalogo_colonias37419,0876,36943,Mezquite de Luna
catalogo_colonias37420,0876,39893,Cuquita Massieu
catalogo_colonias37421,0876,42970,Atitalaquia Centro
catalogo_colonias37422,0876,45200,Santa Lucia
catalogo_colonias37423,0876,50935,Loma Blanca
catalogo_colonias37424,0876,58910,El Salto
catalogo_colonias37425,0876,62747,Tierra y Libertad
catalogo_colonias37426,0876,63550,Talpita
catalogo_colonias37427,0876,69007,Aviación 1a Secc
catalogo_colonias37428,0876,73220,Tlaola
catalogo_colonias37429,0876,76125,San Pablo II
catalogo_colonias37430,0876,77723,Real Ibiza
catalogo_colonias37431,0876,78438,Colinas del Bosque
catalogo_colonias37432,0876,81650,Valentín Gómez Farías (El Muerto)
catalogo_colonias37433,0876,85080,Municipio Libre
catalogo_colonias37434,0876,86860,Calicanto 1ra. Sección
catalogo_colonias37435,0876,88179,Reforma Urbana
catalogo_colonias37436,0876,90730,Atenco
catalogo_colonias37437,0876,95600,La Loma
catalogo_colonias37438,0876,97237,Central de Abasto
catalogo_colonias37439,0876,98713,Las Villitas
catalogo_colonias37440,0877,20990,Buenavista
catalogo_colonias37441,0877,22457,Rinconada de Otay
catalogo_colonias37442,0877,23444,Monte Real Residencial
catalogo_colonias37443,0877,24325,Ribera Baja
catalogo_colonias37444,0877,26450,Zaragoza Centro
catalogo_colonias37445,0877,29915,Tocob Leglemal
catalogo_colonias37446,0877,32380,Fuentes de los Nogales
catalogo_colonias37447,0877,36944,La Lobera
catalogo_colonias37448,0877,39893,El Podrido
catalogo_colonias37449,0877,42970,San José Bojay el Grande
catalogo_colonias37450,0877,45200,San Francisco Tesistán
catalogo_colonias37451,0877,50940,San Francisco Tlalcilalcalpan
catalogo_colonias37452,0877,58910,San Rafael del Carrizal
catalogo_colonias37453,0877,62747,Santa Rosa
catalogo_colonias37454,0877,63550,Crispín Duran Z
catalogo_colonias37455,0877,66225,La Joya
catalogo_colonias37456,0877,69007,Aviación 2a. Secc
catalogo_colonias37457,0877,73220,Xaltepuxtla
catalogo_colonias37458,0877,76125,San Pablo I
catalogo_colonias37459,0877,77716,La Joya
catalogo_colonias37460,0877,78399,Colonial El Quijote
catalogo_colonias37461,0877,81652,Playa Colorada
catalogo_colonias37462,0877,85090,Miravalle
catalogo_colonias37463,0877,86846,San Miguel Adentro 1ra. Sección
catalogo_colonias37464,0877,88180,Rosita
catalogo_colonias37465,0877,90734,Santa Cruz Capulinares
catalogo_colonias37466,0877,98717,Magisterial
catalogo_colonias37467,0878,20983,El Llano
catalogo_colonias37468,0878,22457,Delicias
catalogo_colonias37469,0878,23427,Villas de Cortez
catalogo_colonias37470,0878,24325,Ribera Alta
catalogo_colonias37471,0878,26464,Paso del Tío Pío
catalogo_colonias37472,0878,29916,Coquija
catalogo_colonias37473,0878,34850,Cueva Blanca
catalogo_colonias37474,0878,36944,Maravillas de Morales
catalogo_colonias37475,0878,39893,Plan de los Amates
catalogo_colonias37476,0878,42970,Cardonal
catalogo_colonias37477,0878,45138,Nuevo México
catalogo_colonias37478,0878,50930,Ejido la Gavia (San José la Gavia)
catalogo_colonias37479,0878,62757,Trigo Verde
catalogo_colonias37480,0878,63550,Roma
catalogo_colonias37481,0878,68285,Azteca
catalogo_colonias37482,0878,73220,Xochinanacatlán
catalogo_colonias37483,0878,76125,Desarrollo San Pablo II
catalogo_colonias37484,0878,77716,El Bambú
catalogo_colonias37485,0878,78120,Condado Sauzal
catalogo_colonias37486,0878,81653,Batury
catalogo_colonias37487,0878,88184,Las Torres
catalogo_colonias37488,0878,90623,Tercera Sección
catalogo_colonias37489,0878,93816,La Martinica
catalogo_colonias37490,0878,97246,Bosques de Yucalpeten
catalogo_colonias37491,0878,98715,Martel
catalogo_colonias37492,0879,06090,Centro (Área 9)
catalogo_colonias37493,0879,20984,Providencia
catalogo_colonias37494,0879,22456,Valle Vista 1a Sección
catalogo_colonias37495,0879,23444,Colinas Plus
catalogo_colonias37496,0879,24325,Santa Martha
catalogo_colonias37497,0879,29916,Chevopa
catalogo_colonias37498,0879,32380,El Colorín
catalogo_colonias37499,0879,34850,Ignacio Zaragoza (Las Cotorras)
catalogo_colonias37500,0879,36945,El Avispero
catalogo_colonias37501,0879,39893,Playa Encantada
catalogo_colonias37502,0879,42970,Dendho
catalogo_colonias37503,0879,50934,Paredón Centro
catalogo_colonias37504,0879,58912,Potzundareo
catalogo_colonias37505,0879,62757,Piedra Blanca
catalogo_colonias37506,0879,63550,Benito Juárez
catalogo_colonias37507,0879,66226,Valle Del Mezquite
catalogo_colonias37508,0879,73226,Tlapitzalapa
catalogo_colonias37509,0879,76125,Desarrollo San Pablo I
catalogo_colonias37510,0879,77717,Las Flores
catalogo_colonias37511,0879,78395,Dalias
catalogo_colonias37512,0879,81655,Protomártir de Sinaloa
catalogo_colonias37513,0879,85095,Valle Dorado
catalogo_colonias37514,0879,86860,Calicanto 2da. Sección
catalogo_colonias37515,0879,88185,Parque Industrial 2 Laredos
catalogo_colonias37516,0879,90624,Primera Sección
catalogo_colonias37517,0879,93803,La Peña
catalogo_colonias37518,0879,98712,Nombre de Dios
catalogo_colonias37519,0880,20986,El Conejo (Puerta del Llano)
catalogo_colonias37520,0880,23434,Costa Dorada
catalogo_colonias37521,0880,24325,Santa Rita
catalogo_colonias37522,0880,29916,Yok Pokitioc
catalogo_colonias37523,0880,32380,Melchor Ocampo
catalogo_colonias37524,0880,34850,El Molino del Pueblo
catalogo_colonias37525,0880,36945,El Caracol
catalogo_colonias37526,0880,39893,Rubén Robles Catalán
catalogo_colonias37527,0880,42970,El Tablón
catalogo_colonias37528,0880,45134,Colina de los Robles
catalogo_colonias37529,0880,50940,Cañada de Guadarrama
catalogo_colonias37530,0880,58913,Colonia Buenavista
catalogo_colonias37531,0880,62757,12 de Octubre
catalogo_colonias37532,0880,63550,San José
catalogo_colonias37533,0880,66227,Las Capillas
catalogo_colonias37534,0880,73227,Cugtzonticpa
catalogo_colonias37535,0880,76148,Lomas de San Pedrito
catalogo_colonias37536,0880,77714,Los Olivos
catalogo_colonias37537,0880,79033,Del Campo
catalogo_colonias37538,0880,81660,Agrícola México (Palmitas)
catalogo_colonias37539,0880,85096,Villa Fontana
catalogo_colonias37540,0880,86860,Huapacal 1ra. Sección
catalogo_colonias37541,0880,88186,Parque Industrial Río Grande
catalogo_colonias37542,0880,90463,José López Portillo
catalogo_colonias37543,0880,91517,La Pitaya
catalogo_colonias37544,0880,97246,Hacienda Mulsay
catalogo_colonias37545,0880,98712,Nuevo Ojocaliente
catalogo_colonias37546,0881,20970,Puente de Villalpando (El Puente)
catalogo_colonias37547,0881,23434,Loma Bonita
catalogo_colonias37548,0881,24325,El Pom
catalogo_colonias37549,0881,26465,El Mimbre
catalogo_colonias37550,0881,29920,Benito Juárez
catalogo_colonias37551,0881,32380,Reforma
catalogo_colonias37552,0881,34860,General Francisco Murguía
catalogo_colonias37553,0881,36945,Veredas
catalogo_colonias37554,0881,42970,Tezoquipa
catalogo_colonias37555,0881,50943,Colonia Bellavista
catalogo_colonias37556,0881,58918,Huacao
catalogo_colonias37557,0881,62757,Central de Abastos
catalogo_colonias37558,0881,63550,San Martín
catalogo_colonias37559,0881,70989,Balcones Tangolunda
catalogo_colonias37560,0881,73228,Yetla
catalogo_colonias37561,0881,76125,Terrazas de San Pablo
catalogo_colonias37562,0881,78389,Diagonal
catalogo_colonias37563,0881,85097,Valle Verde
catalogo_colonias37564,0881,88187,La Fe
catalogo_colonias37565,0881,90467,Santa Cruz Zacatzontetla
catalogo_colonias37566,0881,97285,San Carlos Del Sur
catalogo_colonias37567,0881,98718,Fernando Pamanes Escobedo
catalogo_colonias37568,0882,06100,Hipódromo
catalogo_colonias37569,0882,20934,San Lorenzo
catalogo_colonias37570,0882,22454,Tecnológico
catalogo_colonias37571,0882,23470,Vía de Lerry
catalogo_colonias37572,0882,24325,Punta Zacatal
catalogo_colonias37573,0882,26465,Patiño
catalogo_colonias37574,0882,29920,Chuchucruz 1a Sección
catalogo_colonias37575,0882,32380,Santa Rosalía
catalogo_colonias37576,0882,34864,Amado Nervo
catalogo_colonias37577,0882,36947,Colorado de Herrera
catalogo_colonias37578,0882,39897,Nuevo Puerto Marqués
catalogo_colonias37579,0882,42970,Tlalminulpa
catalogo_colonias37580,0882,45134,El Tigre
catalogo_colonias37581,0882,50944,Arroyo Zarco la Mesa
catalogo_colonias37582,0882,58919,La Ladera
catalogo_colonias37583,0882,63550,La Nayarita
catalogo_colonias37584,0882,66227,San Francisco
catalogo_colonias37585,0882,70670,Juárez
catalogo_colonias37586,0882,73230,Tlatlapanala
catalogo_colonias37587,0882,77725,Dunas
catalogo_colonias37588,0882,79020,12 de Julio
catalogo_colonias37589,0882,81661,Dámaso Cárdenas
catalogo_colonias37590,0882,86870,Lomas Alegres 1a Secc
catalogo_colonias37591,0882,88190,Mirador
catalogo_colonias37592,0882,90182,Magisterial Tlahuicole
catalogo_colonias37593,0882,97206,Privada Cipreses
catalogo_colonias37594,0882,98714,Parga
catalogo_colonias37595,0883,20995,Agua Zarca
catalogo_colonias37596,0883,22450,FOVISSSTE II
catalogo_colonias37597,0883,23477,Las Palmas
catalogo_colonias37598,0883,24327,La Esperanza
catalogo_colonias37599,0883,26459,Zaragoza
catalogo_colonias37600,0883,29920,El Porvenir
catalogo_colonias37601,0883,34865,Lauro del Villar
catalogo_colonias37602,0883,36943,Corral de Santiago
catalogo_colonias37603,0883,39897,Playar I
catalogo_colonias37604,0883,42970,Tlamaco
catalogo_colonias37605,0883,45134,El Tigre 2
catalogo_colonias37606,0883,58920,Álvaro Obregón
catalogo_colonias37607,0883,62790,Morelos 1ra Sección
catalogo_colonias37608,0883,63702,Francisco Villa
catalogo_colonias37609,0883,66228,Residencial San Carlos
catalogo_colonias37610,0883,73234,Huixtla
catalogo_colonias37611,0883,76117,Fundadores
catalogo_colonias37612,0883,77725,Corales
catalogo_colonias37613,0883,78398,El Aguaje
catalogo_colonias37614,0883,81661,Rafael Buelna
catalogo_colonias37615,0883,85098,Sóstenes Valenzuela
catalogo_colonias37616,0883,88194,Unión
catalogo_colonias37617,0883,90183,Gerardo Franco
catalogo_colonias37618,0883,95277,La Trocha
catalogo_colonias37619,0883,97206,Privada San Jose
catalogo_colonias37620,0883,98715,Real Bastidas
catalogo_colonias37621,0884,06140,Condesa
catalogo_colonias37622,0884,20994,La Estancia
catalogo_colonias37623,0884,22450,Otay Campestre
catalogo_colonias37624,0884,23467,Casa Mexicana
catalogo_colonias37625,0884,24327,Palmitas
catalogo_colonias37626,0884,26460,La Maroma
catalogo_colonias37627,0884,29920,Gral. Emiliano Zapata
catalogo_colonias37628,0884,34864,Santa Cruz de Guadalupe
catalogo_colonias37629,0884,36940,Morelos
catalogo_colonias37630,0884,39897,Playar II
catalogo_colonias37631,0884,42980,Atotonilco de Tula Centro
catalogo_colonias37632,0884,45134,El Zapote
catalogo_colonias37633,0884,50944,Dilatada Sur
catalogo_colonias37634,0884,58928,El Calvario
catalogo_colonias37635,0884,62790,Morelos 2da Sección
catalogo_colonias37636,0884,63705,Arroyo
catalogo_colonias37637,0884,66230,Jardines Coloniales 1er Sector
catalogo_colonias37638,0884,68340,Bella Vista
catalogo_colonias37639,0884,73235,Cuamila
catalogo_colonias37640,0884,76100,Jurica Pinar
catalogo_colonias37641,0884,77725,Vela Mar
catalogo_colonias37642,0884,79010,El Consuelo
catalogo_colonias37643,0884,81664,Independencia
catalogo_colonias37644,0884,85099,Ampliación Miravalle
catalogo_colonias37645,0884,86870,Pochitocal 1a Secc (La Palma)
catalogo_colonias37646,0884,88195,La Esperanza
catalogo_colonias37647,0884,90185,El Durazno
catalogo_colonias37648,0884,94254,La Venta
catalogo_colonias37649,0884,97220,Atlántida
catalogo_colonias37650,0884,98712,Real de Sacramento
catalogo_colonias37651,0885,20996,Los Arquitos
catalogo_colonias37652,0885,22455,Campestre Murua
catalogo_colonias37653,0885,23454,Punta Arena
catalogo_colonias37654,0885,24327,Boca Nueva
catalogo_colonias37655,0885,26463,San Fernando (Dávila)
catalogo_colonias37656,0885,29920,Joshil
catalogo_colonias37657,0885,34867,Gabriel Hernández (Mancinas)
catalogo_colonias37658,0885,36947,Palo Alto de Abajo
catalogo_colonias37659,0885,39897,Playar III
catalogo_colonias37660,0885,42987,Progreso
catalogo_colonias37661,0885,45138,Hogares de Nuevo México
catalogo_colonias37662,0885,50945,El Estanco
catalogo_colonias37663,0885,58925,Las Trojes
catalogo_colonias37664,0885,62790,Morelos 3ra Sección
catalogo_colonias37665,0885,63703,Aviación
catalogo_colonias37666,0885,66230,La Cima 1er Sector
catalogo_colonias37667,0885,73237,Tzitzicazapa
catalogo_colonias37668,0885,76100,Jurica
