id,clave_identificacion,descripcion,clave_transporte
catalogos_estaciones1113,EF432,San Miguel Treinta,04
catalogos_estaciones1114,EF433,Treinta,04
catalogos_estaciones1115,EF434,Juan Pagaza,04
catalogos_estaciones1116,EF435,Hermosa,04
catalogos_estaciones1117,EF436,Vidal,04
catalogos_estaciones1118,EF437,Puente de Ixtla,04
catalogos_estaciones1119,EF438,Cacahuamilpa,04
catalogos_estaciones1120,EF439,Cajones,04
catalogos_estaciones1121,EF440,El Sureño,04
catalogos_estaciones1122,EF441,Casahuatlan,04
catalogos_estaciones1123,EF442,Santa Fe,04
catalogos_estaciones1124,EF443,Samano,04
catalogos_estaciones1125,EF444,Vista,04
catalogos_estaciones1126,EF445,Pimentel,04
catalogos_estaciones1127,EF446,Los Amantes,04
catalogos_estaciones1128,EF447,Naranjo,04
catalogos_estaciones1129,EF448,Iguala,04
catalogos_estaciones1130,EF449,Metlapa,04
catalogos_estaciones1131,EF450,Mextitlan,04
catalogos_estaciones1132,EF451,Xonacatla,04
catalogos_estaciones1133,EF452,Cocula,04
catalogos_estaciones1134,EF453,El Puente,04
catalogos_estaciones1135,EF454,Apipilulco,04
catalogos_estaciones1136,EF455,Tlanipantlan,04
catalogos_estaciones1137,EF456,Olea,04
catalogos_estaciones1138,EF457,Durango,04
catalogos_estaciones1139,EF458,Labor,04
catalogos_estaciones1140,EF459,Málaga,04
catalogos_estaciones1141,EF460,El Salvador,04
catalogos_estaciones1142,EF461,Chorro,04
catalogos_estaciones1143,EF462,Francisco I. Madero,04
catalogos_estaciones1144,EF463,Guadalupe Victoria,04
catalogos_estaciones1145,EF464,Calixto Contreras,04
catalogos_estaciones1146,EF465,Ignacio Allende,04
catalogos_estaciones1147,EF466,Luis Moya,04
catalogos_estaciones1148,EF467,Progreso,04
catalogos_estaciones1149,EF468,Colonia Independencia,04
catalogos_estaciones1150,EF469,Placa KM. DA-114,04
catalogos_estaciones1151,EF470,Yerbanis,04
catalogos_estaciones1152,EF471,Chupaderos,04
catalogos_estaciones1153,EF472,Pasaje,04
catalogos_estaciones1154,EF473,El Centro,04
catalogos_estaciones1155,EF474,Agua Vieja,04
catalogos_estaciones1156,EF475,Las Mercedes,04
catalogos_estaciones1157,EF476,Pedricera,04
catalogos_estaciones1158,EF477,Huarichi,04
catalogos_estaciones1159,EF478,Diego,04
catalogos_estaciones1160,EF479,Chocolate,04
catalogos_estaciones1161,EF480,Placa KM. DA-219,04
catalogos_estaciones1162,EF481,La Goma,04
catalogos_estaciones1163,EF482,Ejido Monterrey,04
catalogos_estaciones1164,EF483,Villa Juárez,04
catalogos_estaciones1165,EF484,Rio Nazas,04
catalogos_estaciones1166,EF485,Alianza,04
catalogos_estaciones1167,EF486,Pedrera KM. DB-10,04
catalogos_estaciones1168,EF487,Casa Blanca,04
catalogos_estaciones1169,EF488,Morcillo,04
catalogos_estaciones1170,EF489,Ranchoya,04
catalogos_estaciones1171,EF490,Carpintero,04
catalogos_estaciones1172,EF491,El Sábalo,04
catalogos_estaciones1173,EF492,Nicolás Bravo,04
catalogos_estaciones1174,EF493,Lucia,04
catalogos_estaciones1175,EF494,La Granja,04
catalogos_estaciones1176,EF495,Canatlan,04
catalogos_estaciones1177,EF496,Pozole,04
catalogos_estaciones1178,EF497,Los Pinos,04
catalogos_estaciones1179,EF498,Don Hilario,04
catalogos_estaciones1180,EF499,Las Olas,04
catalogos_estaciones1181,EF500,La Soledad,04
catalogos_estaciones1182,EF501,Guatimape,04
catalogos_estaciones1183,EF502,Esfuerzos Unidos,04
catalogos_estaciones1184,EF503,Alisos,04
catalogos_estaciones1185,EF504,Nuevo Ideal,04
catalogos_estaciones1186,EF505,Angelita,04
catalogos_estaciones1187,EF506,Las Flores,04
catalogos_estaciones1188,EF507,Chinacates,04
catalogos_estaciones1189,EF508,El Jaguey,04
catalogos_estaciones1190,EF509,Francisco Javier Leyva,04
catalogos_estaciones1191,EF510,Huizache,04
catalogos_estaciones1192,EF511,Placa KM. DB-157,04
catalogos_estaciones1193,EF512,Santiago Papasquiaro,04
catalogos_estaciones1194,EF513,Tambor,04
catalogos_estaciones1195,EF514,Barrazas,04
catalogos_estaciones1196,EF515,El Barrial,04
catalogos_estaciones1197,EF516,Hervideros,04
catalogos_estaciones1198,EF517,Los Herreras,04
catalogos_estaciones1199,EF518,Pedrera KM. DB-187,04
catalogos_estaciones1200,EF519,Pascuales,04
catalogos_estaciones1201,EF520,Manqueros,04
catalogos_estaciones1202,EF521,Los Corrales,04
catalogos_estaciones1203,EF522,Sandias,04
catalogos_estaciones1204,EF523,La Candela,04
catalogos_estaciones1205,EF524,El Presidio,04
catalogos_estaciones1206,EF525,Escape Presidio,04
catalogos_estaciones1207,EF526,Carreras,04
catalogos_estaciones1208,EF527,Tepehuanes,04
catalogos_estaciones1209,EF528,Central Camionera,04
catalogos_estaciones1210,EF529,Dalila,04
catalogos_estaciones1211,EF530,Centauro,04
catalogos_estaciones1212,EF531,Guadiana,04
catalogos_estaciones1213,EF532,Tuitan,04
catalogos_estaciones1214,EF533,Brena,04
catalogos_estaciones1215,EF534,Poanas,04
catalogos_estaciones1216,EF535,Parrilla,04
catalogos_estaciones1217,EF536,Vicente Guerrero,04
catalogos_estaciones1218,EF537,San Jose del Molino,04
catalogos_estaciones1219,EF538,El Súchil,04
catalogos_estaciones1220,EF539,Bualterio,04
catalogos_estaciones1221,EF540,Canutillo,04
catalogos_estaciones1222,EF541,El Cerrito,04
catalogos_estaciones1223,EF542,Vergelitos,04
catalogos_estaciones1224,EF543,San Pascual,04
catalogos_estaciones1225,EF544,Lodemena,04
catalogos_estaciones1226,EF545,La Parada,04
catalogos_estaciones1227,EF546,Abrego,04
catalogos_estaciones1228,EF547,Frio,04
catalogos_estaciones1229,EF548,Felipe Carrillo Puerto,04
catalogos_estaciones1230,EF549,El Arenal,04
catalogos_estaciones1231,EF550,Cantuna,04
catalogos_estaciones1232,EF551,El Fresno,04
catalogos_estaciones1233,EF552,El Mirasol,04
catalogos_estaciones1234,EF553,Sain Alto,04
catalogos_estaciones1235,EF554,Santa Mónica,04
catalogos_estaciones1236,EF555,Virata,04
catalogos_estaciones1237,EF556,Pastelera,04
catalogos_estaciones1238,EF557,Felipe,04
catalogos_estaciones1239,EF558,Rio Grande,04
catalogos_estaciones1240,EF559,Indios,04
catalogos_estaciones1241,EF560,Tetillas,04
catalogos_estaciones1242,EF561,Picotello,04
catalogos_estaciones1243,EF562,Las Cuatro Ciénegas,04
catalogos_estaciones1244,EF563,La Vieja,04
catalogos_estaciones1245,EF564,Baravito,04
catalogos_estaciones1246,EF565,Placa KM. DE-17,04
catalogos_estaciones1247,EF566,Cieneguita,04
catalogos_estaciones1248,EF567,Nevería,04
catalogos_estaciones1249,EF568,Palos Colorados,04
catalogos_estaciones1250,EF569,Rio Chico,04
catalogos_estaciones1251,EF570,Otinapa,04
catalogos_estaciones1252,EF571,Jarocho,04
catalogos_estaciones1253,EF572,El Fuerte,04
catalogos_estaciones1254,EF573,Cocona,04
catalogos_estaciones1255,EF574,El Chicle,04
catalogos_estaciones1256,EF575,Purísima,04
catalogos_estaciones1257,EF576,Placa KM. DE-90,04
catalogos_estaciones1258,EF577,Los Artículos,04
catalogos_estaciones1259,EF578,El Toro,04
catalogos_estaciones1260,EF579,Borcelano,04
catalogos_estaciones1261,EF580,Llano Piocode,04
catalogos_estaciones1262,EF581,Cruz de Piedra,04
catalogos_estaciones1263,EF582,Coyotes,04
catalogos_estaciones1264,EF583,Bajío Atascoso,04
catalogos_estaciones1265,EF584,Los Negros,04
catalogos_estaciones1266,EF585,Aserraderos,04
catalogos_estaciones1267,EF586,Ramón Barajas,04
catalogos_estaciones1268,EF587,Sombrerete,04
catalogos_estaciones1269,EF588,Asarco,04
catalogos_estaciones1270,EF589,Velardera,04
catalogos_estaciones1271,EF590,Navíos Viejos,04
catalogos_estaciones1272,EF591,El Tanque,04
catalogos_estaciones1273,EF592,Tecuan,04
catalogos_estaciones1274,EF593,Los Bancos,04
catalogos_estaciones1275,EF594,La Venada,04
catalogos_estaciones1276,EF595,Ciénega de los Caballos,04
catalogos_estaciones1277,EF596,Ardillon,04
catalogos_estaciones1278,EF597,Encinal,04
catalogos_estaciones1279,EF598,La Cruz,04
catalogos_estaciones1280,EF599,Rebocijo,04
catalogos_estaciones1281,EF600,Santa Rosa,04
catalogos_estaciones1282,EF601,Tres Jagueyes,04
catalogos_estaciones1283,EF602,Cartago,04
catalogos_estaciones1284,EF603,Tepeaca,04
catalogos_estaciones1285,EF604,Ajajalpan,04
catalogos_estaciones1286,EF605,Buenaventura,04
catalogos_estaciones1287,EF606,San Simón,04
catalogos_estaciones1288,EF607,Zoyaoetlayoca,04
catalogos_estaciones1289,EF608,Perro Rubín,04
catalogos_estaciones1290,EF609,Rosendo Marquez,04
catalogos_estaciones1291,EF610,Huixcolotla,04
catalogos_estaciones1292,EF611,Tecamachalco,04
catalogos_estaciones1293,EF612,Alseseca,04
catalogos_estaciones1294,EF613,Las Animas,04
catalogos_estaciones1295,EF614,Rancho Chico,04
catalogos_estaciones1296,EF615,Tlacotepec,04
catalogos_estaciones1297,EF616,Tlacoyalco,04
catalogos_estaciones1298,EF617,Libertad,04
catalogos_estaciones1299,EF618,Pozoltepec,04
catalogos_estaciones1300,EF619,Temalacayuca,04
catalogos_estaciones1301,EF620,Tepanco,04
catalogos_estaciones1302,EF621,Cuayucatepec,04
catalogos_estaciones1303,EF622,Patio Nuevo Carnero,04
catalogos_estaciones1304,EF623,Carnero,04
catalogos_estaciones1305,EF624,Tehuacán,04
catalogos_estaciones1306,EF625,La Huerta,04
catalogos_estaciones1307,EF626,Sanchez,04
catalogos_estaciones1308,EF627,Altepexi,04
catalogos_estaciones1309,EF628,San Sebastián,04
catalogos_estaciones1310,EF629,Nopala,04
catalogos_estaciones1311,EF630,Venta Salada,04
catalogos_estaciones1312,EF631,Aldama,04
catalogos_estaciones1313,EF632,San Antonio,04
catalogos_estaciones1314,EF633,Ignacio Mejia,04
catalogos_estaciones1315,EF634,Mejia Viejo,04
catalogos_estaciones1316,EF635,Los Cues,04
catalogos_estaciones1317,EF636,Tecomavaca,04
catalogos_estaciones1318,EF637,Quiotepec,04
catalogos_estaciones1319,EF638,Tanque KM. E-237,04
catalogos_estaciones1320,EF639,Los Obos,04
catalogos_estaciones1321,EF640,La Venta,04
catalogos_estaciones1322,EF641,Cuicatlan,04
catalogos_estaciones1323,EF642,San Pedrito,04
catalogos_estaciones1324,EF643,Tomellin,04
catalogos_estaciones1325,EF644,Organal,04
catalogos_estaciones1326,EF645,Almoloyas,04
catalogos_estaciones1327,EF646,Venado,04
catalogos_estaciones1328,EF647,Santa Catarina,04
catalogos_estaciones1329,EF648,Anona,04
catalogos_estaciones1330,EF649,Parían,04
catalogos_estaciones1331,EF650,Escondida,04
catalogos_estaciones1332,EF651,Placa KM. E-318,04
catalogos_estaciones1333,EF652,Las Bedas,04
catalogos_estaciones1334,EF653,Telixtlahuaca,04
catalogos_estaciones1335,EF654,Huitzo,04
catalogos_estaciones1336,EF655,Sulchiquitongo,04
catalogos_estaciones1337,EF656,Mixteca,04
catalogos_estaciones1338,EF657,Lachixolana,04
catalogos_estaciones1339,EF658,Don Benito,04
catalogos_estaciones1340,EF659,Magdalena,04
catalogos_estaciones1341,EF660,Etla,04
catalogos_estaciones1342,EF661,Magote,04
catalogos_estaciones1343,EF662,Hacienda Blanca,04
catalogos_estaciones1344,EF663,Oaxaca,04
catalogos_estaciones1345,EF664,Negritos,04
catalogos_estaciones1346,EF665,El Tule,04
catalogos_estaciones1347,EF666,Guendulain,04
catalogos_estaciones1348,EF667,Guelece,04
catalogos_estaciones1349,EF668,Abasolo,04
catalogos_estaciones1350,EF669,Guelavia,04
catalogos_estaciones1351,EF670,Tlacolula,04
catalogos_estaciones1352,EF671,Miahuatlan,04
catalogos_estaciones1353,EF672,Carmen,04
catalogos_estaciones1354,EF673,Cabras,04
catalogos_estaciones1355,EF674,Llano Grande de Linares,04
catalogos_estaciones1356,EF675,La Defensa,04
catalogos_estaciones1357,EF676,Cañada,04
catalogos_estaciones1358,EF677,San Antonio Soledad,04
catalogos_estaciones1359,EF678,Garcias,04
catalogos_estaciones1360,EF679,El Salado,04
catalogos_estaciones1361,EF680,Amozoquillo,04
catalogos_estaciones1362,EF681,Esperanza,04
catalogos_estaciones1363,EF682,XOXO,04
catalogos_estaciones1364,EF683,San Isidro,04
catalogos_estaciones1365,EF684,Jalpan,04
catalogos_estaciones1366,EF685,Zaachila,04
catalogos_estaciones1367,EF686,Trinidad,04
catalogos_estaciones1368,EF687,Cienega de los Caballos,04
catalogos_estaciones1369,EF688,Zimatlan,04
catalogos_estaciones1370,EF689,San Nicolás,04
catalogos_estaciones1371,EF690,San Pablo,04
catalogos_estaciones1372,EF691,Santa Inés Yatzechi,04
catalogos_estaciones1373,EF692,Santiago,04
catalogos_estaciones1374,EF693,Ocotlán,04
catalogos_estaciones1375,EF694,Guebesche,04
catalogos_estaciones1376,EF695,La Cima,04
catalogos_estaciones1377,EF696,Taviche,04
catalogos_estaciones1378,EF697,Las Puentes,04
catalogos_estaciones1379,EF698,San Nicolás,04
catalogos_estaciones1380,EF699,LaGrange,04
catalogos_estaciones1381,EF700,Apodaca,04
catalogos_estaciones1382,EF701,Palma,04
catalogos_estaciones1383,EF702,Pesquería,04
catalogos_estaciones1384,EF703,Francisco Villa Pesquería,04
catalogos_estaciones1385,EF704,Lobos,04
catalogos_estaciones1386,EF705,San Juan,04
catalogos_estaciones1387,EF706,Milpa,04
catalogos_estaciones1388,EF707,Ayancual,04
catalogos_estaciones1389,EF708,AltaVista,04
catalogos_estaciones1390,EF709,Ramones,04
catalogos_estaciones1391,EF710,Loma,04
catalogos_estaciones1392,EF711,Barretosa,04
catalogos_estaciones1393,EF712,Herreras,04
catalogos_estaciones1394,EF713,La Laja,04
catalogos_estaciones1395,EF714,La Palmita,04
catalogos_estaciones1396,EF715,Aldamas,04
catalogos_estaciones1397,EF716,Doctos Coss,04
catalogos_estaciones1398,EF717,Zacate,04
catalogos_estaciones1399,EF718,Arroyo Lobo,04
catalogos_estaciones1400,EF719,Ochoa,04
catalogos_estaciones1401,EF720,Camargo,04
catalogos_estaciones1402,EF721,Nuevo Cadillo,04
catalogos_estaciones1403,EF722,Valadeces,04
catalogos_estaciones1404,EF723,Los Villarreas,04
catalogos_estaciones1405,EF724,Gustavo Díaz Ordaz,04
catalogos_estaciones1406,EF725,Venecia,04
catalogos_estaciones1407,EF726,Los Altos,04
catalogos_estaciones1408,EF727,Anguelles,04
catalogos_estaciones1409,EF728,Sinaí,04
catalogos_estaciones1410,EF729,Anzalduas,04
catalogos_estaciones1411,EF730,Barita,04
catalogos_estaciones1412,EF731,Reynosa,04
catalogos_estaciones1413,EF732,Reynosa,04
catalogos_estaciones1414,EF733,Corrales,04
catalogos_estaciones1415,EF734,Alacranes,04
catalogos_estaciones1416,EF735,Rio Bravo,04
catalogos_estaciones1417,EF736,Celulosa,04
catalogos_estaciones1418,EF737,Tenacitas,04
catalogos_estaciones1419,EF738,Charco Azul,04
catalogos_estaciones1420,EF739,Canales,04
catalogos_estaciones1421,EF740,Ebanito Nuevo,04
catalogos_estaciones1422,EF741,Los Olmos,04
catalogos_estaciones1423,EF742,Control,04
catalogos_estaciones1424,EF743,Ramirez,04
catalogos_estaciones1425,EF744,Capote,04
catalogos_estaciones1426,EF745,Timones,04
catalogos_estaciones1427,EF746,Sandoval,04
catalogos_estaciones1428,EF747,La Gloria,04
catalogos_estaciones1429,EF748,Rosita,04
catalogos_estaciones1430,EF749,Matamoros,04
catalogos_estaciones1431,EF750,Coatzacoalcos,04
catalogos_estaciones1432,EF751,Ing. A. Lira Arciniega,04
catalogos_estaciones1433,EF752,Cangrejera,04
catalogos_estaciones1434,EF753,El Chapo,04
catalogos_estaciones1435,EF754,Cuichapa,04
catalogos_estaciones1436,EF755,Acalapa,04
catalogos_estaciones1437,EF756,Pueblo Viejo,04
catalogos_estaciones1438,EF757,Cárdenas,04
catalogos_estaciones1439,EF758,Tancochapa,04
catalogos_estaciones1440,EF759,Rueda,04
catalogos_estaciones1441,EF760,El Guanal,04
catalogos_estaciones1442,EF761,Héroe de Macozari,04
catalogos_estaciones1443,EF762,Gaytán,04
catalogos_estaciones1444,EF763,Mosquitero,04
catalogos_estaciones1445,EF764,Zanapa,04
catalogos_estaciones1446,EF765,Ing. Roberto Ayala,04
catalogos_estaciones1447,EF766,Mezcalapa,04
catalogos_estaciones1448,EF767,San Manuel,04
catalogos_estaciones1449,EF768,El Porvenir,04
catalogos_estaciones1450,EF769,La Crimea,04
catalogos_estaciones1451,EF770,Camoapa,04
catalogos_estaciones1452,EF771,Cardona,04
catalogos_estaciones1453,EF772,Juárez,04
catalogos_estaciones1454,EF773,Joaquín Gutiérrez,04
catalogos_estaciones1455,EF774,Pichucalco,04
catalogos_estaciones1456,EF775,Teapa,04
catalogos_estaciones1457,EF776,Tacotalpa,04
catalogos_estaciones1458,EF777,Poana,04
catalogos_estaciones1459,EF778,Lomas Tristes,04
catalogos_estaciones1460,EF779,Chango Santo,04
catalogos_estaciones1461,EF780,González,04
catalogos_estaciones1462,EF781,Macuspana,04
catalogos_estaciones1463,EF782,Agua Blanca,04
catalogos_estaciones1464,EF783,Pino Suarez,04
catalogos_estaciones1465,EF784,El Zopo,04
catalogos_estaciones1466,EF785,El Ceibo,04
catalogos_estaciones1467,EF786,Salto de Agua,04
catalogos_estaciones1468,EF787,Dos Arroyos,04
catalogos_estaciones1469,EF788,La Gloria,04
catalogos_estaciones1470,EF789,Los Llanos,04
catalogos_estaciones1471,EF790,La Unión,04
catalogos_estaciones1472,EF791,Palenque,04
catalogos_estaciones1473,EF792,San Marcos,04
catalogos_estaciones1474,EF793,Lacandón,04
catalogos_estaciones1475,EF794,San Agustín,04
catalogos_estaciones1476,EF795,Placa KM. FA-363,04
catalogos_estaciones1477,EF796,Chacamax,04
catalogos_estaciones1478,EF797,Zapata,04
catalogos_estaciones1479,EF798,Boca del Cerro,04
catalogos_estaciones1480,EF799,Tenosique,04
catalogos_estaciones1481,EF800,Esperanza,04
catalogos_estaciones1482,EF801,Mactun,04
catalogos_estaciones1483,EF802,El Águila,04
catalogos_estaciones1484,EF803,Barita,04
catalogos_estaciones1485,EF804,El Pozo,04
catalogos_estaciones1486,EF805,San Pedro,04
catalogos_estaciones1487,EF806,El Triunfo,04
catalogos_estaciones1488,EF807,La Micotea,04
catalogos_estaciones1489,EF808,El Naranjo,04
catalogos_estaciones1490,EF809,Paraíso,04
catalogos_estaciones1491,EF810,Pajaral,04
catalogos_estaciones1492,EF811,Candelaria,04
catalogos_estaciones1493,EF812,Peje Lagarto,04
catalogos_estaciones1494,EF813,Miguel Alemán,04
catalogos_estaciones1495,EF814,Luna,04
catalogos_estaciones1496,EF815,Don Samuel,04
catalogos_estaciones1497,EF816,Hard,04
catalogos_estaciones1498,EF817,División Norte,04
catalogos_estaciones1499,EF818,Escarcega,04
catalogos_estaciones1500,EF819,Colorado,04
catalogos_estaciones1501,EF820,5 de Febrero,04
catalogos_estaciones1502,EF821,Pixoyal,04
catalogos_estaciones1503,EF822,Carrillo Puerto,04
catalogos_estaciones1504,EF823,Pustunich,04
catalogos_estaciones1505,EF824,San Dimas,04
catalogos_estaciones1506,EF825,San Juan Carpizo,04
catalogos_estaciones1507,EF826,Arellano,04
catalogos_estaciones1508,EF827,Placa KM. FA-656,04
catalogos_estaciones1509,EF828,Santa Cruz,04
catalogos_estaciones1510,EF829,Hool,04
catalogos_estaciones1511,EF830,Yixmucuy,04
catalogos_estaciones1512,EF831,Uayamon,04
catalogos_estaciones1513,EF832,Mucuychacan,04
catalogos_estaciones1514,EF833,Placa KM. FA-712,04
catalogos_estaciones1515,EF834,China,04
catalogos_estaciones1516,EF835,Campeche,04
catalogos_estaciones1517,EF836,Koben,04
catalogos_estaciones1518,EF837,Hampoldi,04
catalogos_estaciones1519,EF838,Managua,04
catalogos_estaciones1520,EF839,Tenabo,04
catalogos_estaciones1521,EF840,Pomuch,04
catalogos_estaciones1522,EF841,Hecelchakan,04
catalogos_estaciones1523,EF842,Pocboc,04
catalogos_estaciones1524,EF843,Dzitbalche,04
catalogos_estaciones1525,EF844,Calkini,04
catalogos_estaciones1526,EF845,Tepakam,04
catalogos_estaciones1527,EF846,Becal,04
catalogos_estaciones1528,EF847,Halacho,04
catalogos_estaciones1529,EF848,Maxcanu,04
catalogos_estaciones1530,EF849,San Bernardo,04
catalogos_estaciones1531,EF850,Kopoma,04
catalogos_estaciones1532,EF851,Chochola,04
catalogos_estaciones1533,EF852,Umán,04
catalogos_estaciones1534,EF853,Ciudad Industrial,04
catalogos_estaciones1535,EF854,Mérida,04
catalogos_estaciones1536,EF855,Tixpeual,04
catalogos_estaciones1537,EF856,Tixkokob,04
catalogos_estaciones1538,EF857,Euan,04
catalogos_estaciones1539,EF858,Cacalchen,04
catalogos_estaciones1540,EF859,Bokoba,04
catalogos_estaciones1541,EF860,Tekanto,04
catalogos_estaciones1542,EF861,Izamal,04
catalogos_estaciones1543,EF862,Sitilpech,04
catalogos_estaciones1544,EF863,Ualactun,04
catalogos_estaciones1545,EF864,Kankabchen,04
catalogos_estaciones1546,EF865,Tunkas,04
catalogos_estaciones1547,EF866,Cámara,04
catalogos_estaciones1548,EF867,Quintana Roo,04
catalogos_estaciones1549,EF868,Dzitas,04
catalogos_estaciones1550,EF869,Santa Rosa,04
catalogos_estaciones1551,EF870,Xuilub,04
catalogos_estaciones1552,EF871,Espita,04
catalogos_estaciones1553,EF872,Calothul,04
catalogos_estaciones1554,EF873,Tizimin Nuevo,04
catalogos_estaciones1555,EF874,Tizimin,04
catalogos_estaciones1556,EF875,Chuburna,04
catalogos_estaciones1557,EF876,Cordemex,04
catalogos_estaciones1558,EF877,Xcanatun,04
catalogos_estaciones1559,EF878,Yaxche,04
catalogos_estaciones1560,EF879,San Ignacio,04
catalogos_estaciones1561,EF880,Progreso,04
catalogos_estaciones1562,EF881,Kanasin,04
catalogos_estaciones1563,EF882,Acanceh,04
catalogos_estaciones1564,EF883,Tecoh,04
catalogos_estaciones1565,EF884,Lepan,04
catalogos_estaciones1566,EF885,Xcanchakan,04
catalogos_estaciones1567,EF886,Hunaschen,04
catalogos_estaciones1568,EF887,Ticul,04
catalogos_estaciones1569,EF888,Pustunich,04
catalogos_estaciones1570,EF889,Yhotolin,04
catalogos_estaciones1571,EF890,Oxkutzcab,04
catalogos_estaciones1572,EF891,Akil,04
catalogos_estaciones1573,EF892,Tekak,04
catalogos_estaciones1574,EF893,Ticum,04
catalogos_estaciones1575,EF894,Kaxaytuc,04
catalogos_estaciones1576,EF895,Tzucacab,04
catalogos_estaciones1577,EF896,Xoy,04
catalogos_estaciones1578,EF897,Peto,04
catalogos_estaciones1579,EF898,Seye,04
catalogos_estaciones1580,EF899,Xucu,04
catalogos_estaciones1581,EF900,Hocaba,04
catalogos_estaciones1582,EF901,Sanahcat,04
catalogos_estaciones1583,EF902,Huhi,04
catalogos_estaciones1584,EF903,Xletra,04
catalogos_estaciones1585,EF904,Sotuta,04
catalogos_estaciones1586,EF905,Balatun,04
catalogos_estaciones1587,EF906,Tinun,04
catalogos_estaciones1588,EF907,Uayma,04
catalogos_estaciones1589,EF908,Valladolid,04
catalogos_estaciones1590,EF909,Córdoba,04
catalogos_estaciones1591,EF910,San Miguelito,04
catalogos_estaciones1592,EF911,Amatlan,04
catalogos_estaciones1593,EF912,La Patrona,04
catalogos_estaciones1594,EF913,Los Ángeles,04
catalogos_estaciones1595,EF914,Cerro Blanco,04
catalogos_estaciones1596,EF915,Cuichapa,04
catalogos_estaciones1597,EF916,Xuchiles,04
catalogos_estaciones1598,EF917,Omealca,04
catalogos_estaciones1599,EF918,La Zafra,04
catalogos_estaciones1600,EF919,Pocitos,04
catalogos_estaciones1601,EF920,Presidio,04
catalogos_estaciones1602,EF921,El Paraíso,04
catalogos_estaciones1603,EF922,Motzorongo,04
catalogos_estaciones1604,EF923,Tezonapa,04
catalogos_estaciones1605,EF924,Refugio,04
catalogos_estaciones1606,EF925,Rancho Tablas,04
catalogos_estaciones1607,EF926,La Estrella,04
catalogos_estaciones1608,EF927,Guadalupe de Reyes,04
catalogos_estaciones1609,EF928,Acatlán,04
catalogos_estaciones1610,EF929,Martinica,04
catalogos_estaciones1611,EF930,La Margarita,04
catalogos_estaciones1612,EF931,Vicente,04
catalogos_estaciones1613,EF932,Camalote,04
catalogos_estaciones1614,EF933,El Cañaveral,04
catalogos_estaciones1615,EF934,Tétela,04
catalogos_estaciones1616,EF935,Las Prietas,04
catalogos_estaciones1617,EF936,Chicalon,04
catalogos_estaciones1618,EF937,Tierra Blanca,04
catalogos_estaciones1619,EF938,Tierra Blanca,04
catalogos_estaciones1620,EF939,El Cien,04
catalogos_estaciones1621,EF940,Amapá,04
catalogos_estaciones1622,EF941,La Granja,04
catalogos_estaciones1623,EF942,Las Yaguas,04
catalogos_estaciones1624,EF943,Tres Valles,04
catalogos_estaciones1625,EF944,Ciudad General Alemán,04
catalogos_estaciones1626,EF945,Papaloapan,04
catalogos_estaciones1627,EF946,Escape El Hule,04
catalogos_estaciones1628,EF947,Las Piñas,04
catalogos_estaciones1629,EF948,Benemérito Juárez,04
catalogos_estaciones1630,EF949,Guadavictor,04
catalogos_estaciones1631,EF950,Obispo,04
catalogos_estaciones1632,EF951,Loma Bonita,04
catalogos_estaciones1633,EF952,Arroyo Claro,04
catalogos_estaciones1634,EF953,Dobladero,04
catalogos_estaciones1635,EF954,Azueta,04
catalogos_estaciones1636,EF955,Masoco,04
catalogos_estaciones1637,EF956,Garza Blanca,04
catalogos_estaciones1638,EF957,Isla,04
catalogos_estaciones1639,EF958,Rodriguez Clara,04
catalogos_estaciones1640,EF959,Jimba,04
catalogos_estaciones1641,EF960,Los Tigres,04
catalogos_estaciones1642,EF961,Angostura,04
catalogos_estaciones1643,EF962,La Ceiba,04
catalogos_estaciones1644,EF963,Juanita,04
catalogos_estaciones1645,EF964,Bellaco,04
catalogos_estaciones1646,EF965,Achotal,04
catalogos_estaciones1647,EF966,Campo Nuevo,04
catalogos_estaciones1648,EF967,Espartal,04
catalogos_estaciones1649,EF968,El Tejar,04
catalogos_estaciones1650,EF969,Paso del Toro,04
catalogos_estaciones1651,EF970,Los Robles,04
catalogos_estaciones1652,EF971,Guayabo,04
catalogos_estaciones1653,EF972,El Rodeo,04
catalogos_estaciones1654,EF973,Tlalixcoyan,04
catalogos_estaciones1655,EF974,Piedras Negras,04
catalogos_estaciones1656,EF975,Madereros,04
catalogos_estaciones1657,EF976,Cospalapam,04
catalogos_estaciones1658,EF977,Otapa,04
catalogos_estaciones1659,EF978,Joachin,04
catalogos_estaciones1660,EF979,Moreno Norte,04
catalogos_estaciones1661,EF980,Moreno Sur,04
catalogos_estaciones1662,EF981,Jícaro,04
catalogos_estaciones1663,EF982,Estanzuela,04
catalogos_estaciones1664,EF983,Fulgencio D. Vázquez,04
catalogos_estaciones1665,EF984,Carolina,04
catalogos_estaciones1666,EF985,Coyol,04
catalogos_estaciones1667,EF986,Nopaltepec,04
catalogos_estaciones1668,EF987,Alfredo,04
catalogos_estaciones1669,EF988,El Roble,04
catalogos_estaciones1670,EF989,Cocuite,04
catalogos_estaciones1671,EF990,Nuevo Cocuite,04
catalogos_estaciones1672,EF991,Chacal Tianguis,04
catalogos_estaciones1673,EF992,Casomaldapan,04
catalogos_estaciones1674,EF993,San Gabriel,04
catalogos_estaciones1675,EF994,San Cristóbal,04
catalogos_estaciones1676,EF995,Banano,04
catalogos_estaciones1677,EF996,Toro Bravo,04
catalogos_estaciones1678,EF997,Bela,04
