id,c_claveunidad,nombre
catalogos_clave_unidad1046,H62,Milivoltio por minuto
catalogos_clave_unidad1047,H63,Miligramo por centímetro cuadrado
catalogos_clave_unidad1048,H64,Miligramo por gramo
catalogos_clave_unidad1049,H65,Mililitro por metro cúbico
catalogos_clave_unidad1050,H66,Milímetro por año 
catalogos_clave_unidad1051,H67,Milímetro por hora
catalogos_clave_unidad1052,H68,MiliMol por gram
catalogos_clave_unidad1053,H69,Picopascal por kilometro
catalogos_clave_unidad1054,H70,Picosegundo
catalogos_clave_unidad1055,H71,Por ciento al mes
catalogos_clave_unidad1056,H72,Por ciento por hectobar
catalogos_clave_unidad1057,H73,Por ciento por decakelvin
catalogos_clave_unidad1058,H74,Watt por metro
catalogos_clave_unidad1059,H75,Decapascal
catalogos_clave_unidad1060,H76,Gramo por milímetro
catalogos_clave_unidad1061,H77,Anchura del módulo
catalogos_clave_unidad1062,H78,Centímetro convencional de agua
catalogos_clave_unidad1063,H79,Escala francesa 
catalogos_clave_unidad1064,H80,Unidad de bastidor
catalogos_clave_unidad1065,H81,Milímetro por minuto
catalogos_clave_unidad1066,H82,Punto grande
catalogos_clave_unidad1067,H83,Litro por kilogramo
catalogos_clave_unidad1068,H84,Gramos milímetro
catalogos_clave_unidad1069,H85,Semana recíproca
catalogos_clave_unidad1070,H87,Pieza
catalogos_clave_unidad1071,H88,MegaOhm kilómetro
catalogos_clave_unidad1072,H89,Por ciento por Ohmio
catalogos_clave_unidad1073,H90,Porcentaje por grado
catalogos_clave_unidad1074,H91,Por ciento por cada diez mil
catalogos_clave_unidad1075,H92,Ciento por cien mil
catalogos_clave_unidad1076,H93,Porcentaje por cien
catalogos_clave_unidad1077,H94,Por ciento por mil
catalogos_clave_unidad1078,H95,Por ciento por voltio
catalogos_clave_unidad1079,H96,Tanto por ciento por bar
catalogos_clave_unidad1080,H98,Por ciento por pulgada
catalogos_clave_unidad1081,H99,Por ciento por metro
catalogos_clave_unidad1082,HA,Madeja
catalogos_clave_unidad1083,HAR,hectárea
catalogos_clave_unidad1084,HBA,Hectobar 
catalogos_clave_unidad1085,HBX,Ciento de cajas
catalogos_clave_unidad1086,HC,Conteo en cientos
catalogos_clave_unidad1087,HD,Media docena
catalogos_clave_unidad1088,HDW,"Cien kilogramos, peso seco"
catalogos_clave_unidad1089,HE,Centésima de un quilate
catalogos_clave_unidad1090,HEA,Cabeza
catalogos_clave_unidad1091,HF,Cien pies
catalogos_clave_unidad1092,HGM,Héctogramo
catalogos_clave_unidad1093,HH,Cien pies cúbicos
catalogos_clave_unidad1094,HI,Cien hojas
catalogos_clave_unidad1095,HIU,Unidad internacional de cien
catalogos_clave_unidad1096,HJ,Potencia métrica
catalogos_clave_unidad1097,HK,Cien kilogramos
catalogos_clave_unidad1098,HKM,"Cien kilogramos, masa neta"
catalogos_clave_unidad1099,HL,Cien pies (lineal)
catalogos_clave_unidad1100,HLT,Hectolitro
catalogos_clave_unidad1101,HM,Milla por hora (milla estatal)
catalogos_clave_unidad1102,HMQ,Millones de metros cúbicos
catalogos_clave_unidad1103,HMT,Hectómetro
catalogos_clave_unidad1104,HN,Milímetro convencional de mercurio
catalogos_clave_unidad1105,HO,Cien onzas troy
catalogos_clave_unidad1106,HP,Milímetro convencional de agua
catalogos_clave_unidad1107,HPA,Hectolitro de alcohol puro
catalogos_clave_unidad1108,HS,Cien pies cuadrados
catalogos_clave_unidad1109,HT,media hora
catalogos_clave_unidad1110,HTZ,Hertz
catalogos_clave_unidad1111,HUR,Hora
catalogos_clave_unidad1112,HY,Cien yardas
catalogos_clave_unidad1113,IA,Pulgada libra
catalogos_clave_unidad1114,IC,Contar por pulgada
catalogos_clave_unidad1115,IE,Personas
catalogos_clave_unidad1116,IF,Pulgadas de agua
catalogos_clave_unidad1117,II,Columna pulgada
catalogos_clave_unidad1118,IM,Impresión
catalogos_clave_unidad1119,INH,Pulgada
catalogos_clave_unidad1120,INK,Pulgada cuadrada
catalogos_clave_unidad1121,INQ,Pulgada cúbica
catalogos_clave_unidad1122,IP,póliza de seguros
catalogos_clave_unidad1123,ISD,Grado internacional de azúcar
catalogos_clave_unidad1124,IT,Recuento por centímetro
catalogos_clave_unidad1125,IU,Pulgada por segundo
catalogos_clave_unidad1126,IV,Pulgada por segundo al cuadrado
catalogos_clave_unidad1127,J10,Por ciento por milímetro
catalogos_clave_unidad1128,J12,Por mille por psi
catalogos_clave_unidad1129,J13,Grado api
catalogos_clave_unidad1130,J14,Grado baume (escala de origen)
catalogos_clave_unidad1131,J15,Grado baume (us pesado)
catalogos_clave_unidad1132,J16,Grado baume (luz de los EUA)
catalogos_clave_unidad1133,J17,Grado balling
catalogos_clave_unidad1134,J18,Grado brix
catalogos_clave_unidad1135,J19,Grado fahrenheit hora pie cuadrado por unidad térmica británica (termoquímico).
catalogos_clave_unidad1136,J2,Joule por kilogramo
catalogos_clave_unidad1137,J20,Grado fahrenheit por kelvin
catalogos_clave_unidad1138,J21,Grado fahrenheit por bar
catalogos_clave_unidad1139,J22,Grado fahrenheit hora pie cuadrado por unidad térmica británica (tabla internacional).
catalogos_clave_unidad1140,J23,Grado fahrenheit por hora
catalogos_clave_unidad1141,J24,Grado fahrenheit por minuto
catalogos_clave_unidad1142,J25,Grado fahrenheit por segundo
catalogos_clave_unidad1143,J26,Reciprocidad grado fahrenheit
catalogos_clave_unidad1144,J27,Grado oechsle
catalogos_clave_unidad1145,J28,Grado rankine por hora
catalogos_clave_unidad1146,J29,Grado rankine por minuto
catalogos_clave_unidad1147,J30,Grado rankine por segundo
catalogos_clave_unidad1148,J31,Grado twaddel.
catalogos_clave_unidad1149,J32,Micropoise
catalogos_clave_unidad1150,J33,Microgramo por kilogramo
catalogos_clave_unidad1151,J34,Microgramo por metro cúbico kelvin
catalogos_clave_unidad1152,J35,Microgramo por metro cúbico bar
catalogos_clave_unidad1153,J36,Microlitro por litro
catalogos_clave_unidad1154,J38,Baud
catalogos_clave_unidad1155,J39,Unidad térmica británica (significado)
catalogos_clave_unidad1156,J40,Unidad térmica británica (tabla internacional) pie por hora pie cuadrado grado fahrenheit.
catalogos_clave_unidad1157,J41,Unidad térmica británica (tabla internacional) pulgada por hora pie cuadrado grado fahrenheit.
catalogos_clave_unidad1158,J42,Unidad térmica británica (tabla internacional) pulgada por segundo pie cuadrado grado fahrenheit.
catalogos_clave_unidad1159,J43,Unidad térmica británica (tabla internacional) por libra grado fahrenheit
catalogos_clave_unidad1160,J44,Unidad térmica británica (tabla internacional) por minuto
catalogos_clave_unidad1161,J45,Unidad térmica británica (tabla internacional) por segundo
catalogos_clave_unidad1162,J46,Unidad térmica británica (termoquímico) pie por hora pie cuadrado grado fahrenheit.
catalogos_clave_unidad1163,J47,Unidad térmica británica (termoquímica) por hora
catalogos_clave_unidad1164,J48,Unidad térmica británica (termoquímico) pulgada por hora pie cuadrado grado fahrenheit.
catalogos_clave_unidad1165,J49,Unidad térmica británica (termoquímico) pulgada por segundo pie cuadrado grado fahrenheit.
catalogos_clave_unidad1166,J50,Unidad térmica británica (termoquímico) por libra grado fahrenheit
catalogos_clave_unidad1167,J51,Unidad térmica británica (termoquímica) por minuto
catalogos_clave_unidad1168,J52,Unidad térmica británica (termoquímica) por segundo
catalogos_clave_unidad1169,J53,Culombio metro cuadrado por kilogramo
catalogos_clave_unidad1170,J54,Megabaud
catalogos_clave_unidad1171,J55,Watt segundo
catalogos_clave_unidad1172,J56,Bar por bar
catalogos_clave_unidad1173,J57,Barril (uk petróleo)
catalogos_clave_unidad1174,J58,Barril (petróleo UK) por minuto
catalogos_clave_unidad1175,J59,Barril (petróleo UK) por día
catalogos_clave_unidad1176,J60,Barril (petróleo UK) por hora
catalogos_clave_unidad1177,J61,Barril (petróleo UK) por segundo
catalogos_clave_unidad1178,J62,Barril (petróleo estados unidos) por hora
catalogos_clave_unidad1179,J63,Barril (petróleo estados unidos) por segundo
catalogos_clave_unidad1180,J64,Bushel (UK) por día 
catalogos_clave_unidad1181,J65,Bushel (UK) por hora
catalogos_clave_unidad1182,J66,Bushel (UK) por minuto
catalogos_clave_unidad1183,J67,Bushel (UK) por segundo
catalogos_clave_unidad1184,J68,"Bushel (seco,estados unidos) por día"
catalogos_clave_unidad1185,J69,"Bushel (seco,estados unidos) por hora"
catalogos_clave_unidad1186,J70,"Bushel (seco,estados unidos) por minuto"
catalogos_clave_unidad1187,J71,"Bushel (seco,estados unidos) por segundo"
catalogos_clave_unidad1188,J72,Centinewton metro
catalogos_clave_unidad1189,J73,Centipoise por kelvin
catalogos_clave_unidad1190,J74,Centipoise por bar
catalogos_clave_unidad1191,J75,Caloría
catalogos_clave_unidad1192,J76,Caloría (tabla internacional) por gramo gadro celsius
catalogos_clave_unidad1193,J78,Caloría (termoquímica) por centímetro segundo grado celsius
catalogos_clave_unidad1194,J79,Caloría (termoquímico) por gramo gadro celsius
catalogos_clave_unidad1195,J81,Caloría (termoquímica) por minuto
catalogos_clave_unidad1196,J82,Caloría (termoquímica) por segundo
catalogos_clave_unidad1197,J83,Clo
catalogos_clave_unidad1198,J84,Centímetro por segundo kelvin
catalogos_clave_unidad1199,J85,Centímetro por segundo bar
catalogos_clave_unidad1200,J87,Centímetro cúbico por metro cúbico
catalogos_clave_unidad1201,J89,Centímetro de mercurio
catalogos_clave_unidad1202,J90,Decímetro cúbico por día
catalogos_clave_unidad1203,J91,Decímetro cúbico por metro cúbico
catalogos_clave_unidad1204,J92,Decímetro cúbico por minuto
catalogos_clave_unidad1205,J93,Decímetro cúbico por segundo
catalogos_clave_unidad1206,J94,Dyne centímetro
catalogos_clave_unidad1207,J95,"Onza (fluido, UK) por día"
catalogos_clave_unidad1208,J96,"Onza (fluido, UK) por hora"
catalogos_clave_unidad1209,J97,"Onza (fluido, UK) por minuto"
catalogos_clave_unidad1210,J98,"Onza (fluido, UK) por segundo"
catalogos_clave_unidad1211,J99,"Onza (fluido, estados unidos) por día"
catalogos_clave_unidad1212,JB,Jumbo
catalogos_clave_unidad1213,JE,Joule por kelvin
catalogos_clave_unidad1214,JK,Megajoule por kilogramo
catalogos_clave_unidad1215,JM,Megajoule por metro cúbico
catalogos_clave_unidad1216,JNT,Junta de tubería
catalogos_clave_unidad1217,Jo,Articulación
catalogos_clave_unidad1218,JOU,Joule
catalogos_clave_unidad1219,JPS,Cien metros
catalogos_clave_unidad1220,JWL,Número de joyas
catalogos_clave_unidad1221,K1,Demanda de kilowatt
catalogos_clave_unidad1222,K10,"Onza (fluido, estados unidos) por hora"
catalogos_clave_unidad1223,K11,"Onza (fluido, estados unidos) por minuto"
catalogos_clave_unidad1224,K12,"Onza (fluido, estados unidos) por segundo"
catalogos_clave_unidad1225,K13,Pie por grado fahrenheit
catalogos_clave_unidad1226,K14,Pie por hora
catalogos_clave_unidad1227,K15,Pie libra-fuerza por hora
catalogos_clave_unidad1228,K16,Pie libra-fuerza por minuto
catalogos_clave_unidad1229,K17,Pie por psi (libra por pulgada cuadrada)
catalogos_clave_unidad1230,K18,Pie por segundo grado fahrenheit
catalogos_clave_unidad1231,K19,Pie por segundo psi (libra por pulgada cuadrada)
catalogos_clave_unidad1232,K2,Kilovoltios amperios demanda reactiva
catalogos_clave_unidad1233,K20,Reciprocidad del pie cuadrado
catalogos_clave_unidad1234,K21,Pie cúbico por grado fahrenheit
catalogos_clave_unidad1235,K22,Pie cúbico por día
catalogos_clave_unidad1236,K23,Pie cúbico por psi (libra por pulgada cuadrada)
catalogos_clave_unidad1237,K24,Pie de agua
catalogos_clave_unidad1238,K25,Pie de mercurio
catalogos_clave_unidad1239,K26,Galón (UK) por día
catalogos_clave_unidad1240,K27,Galón (UK) por hora
catalogos_clave_unidad1241,K28,Galón (UK) por segundo
catalogos_clave_unidad1242,K3,Kilovoltio amperio hora reactivo
catalogos_clave_unidad1243,K30,"Galón (líquido, EUA) por segundo"
catalogos_clave_unidad1244,K31,Gramo-fuerza por centímetro cuadrado
catalogos_clave_unidad1245,K32,Gill (UK) por día
catalogos_clave_unidad1246,K33,Gill (UK) por hora
catalogos_clave_unidad1247,K34,Gill (UK) por minuto
catalogos_clave_unidad1248,K35,Gill (UK) por segundo
catalogos_clave_unidad1249,K36,Gill (estados unidos) por día
catalogos_clave_unidad1250,K37,Gill (estados unidos) por hora
catalogos_clave_unidad1251,K38,Gill (estados unidos) por minuto
catalogos_clave_unidad1252,K39,Gill (estados unidos) por segundo
catalogos_clave_unidad1253,K40,Aceleración estándar de la caída libre
catalogos_clave_unidad1254,K41,Grano por galón (EUA)
catalogos_clave_unidad1255,K42,Caballo de fuerza de caldera 
catalogos_clave_unidad1256,K43,Caballo de fuerza (eléctrico)
catalogos_clave_unidad1257,K45,Pulgada por grado fahrenheit
catalogos_clave_unidad1258,K46,Pulgada por psi (libra por pulgada cuadrada)
catalogos_clave_unidad1259,K47,Pulgada por segundo grado fahrenheit
catalogos_clave_unidad1260,K48,Pulgada por segundo psi (libra por pulgada cuadrada)
catalogos_clave_unidad1261,K49,Reciprocidad de la pulgada cuadrada
catalogos_clave_unidad1262,K5,Kilovoltios amperios (reactivos)
catalogos_clave_unidad1263,K50,Kilobaud
catalogos_clave_unidad1264,K51,Kilocaloría (significado)
catalogos_clave_unidad1265,K52,Kilocaloría (tabla internacional) por hora metro grado celsius
catalogos_clave_unidad1266,K53,Kilocaloría (termoquímico)
catalogos_clave_unidad1267,K54,Kilocaloría (termoquímica) por minuto
catalogos_clave_unidad1268,K55,Kilocaloría (termoquímica) por segundo
catalogos_clave_unidad1269,K58,KiloMol por hora
catalogos_clave_unidad1270,K59,KiloMol por metro cúbico kelvin
catalogos_clave_unidad1271,K6,Kilolitro
catalogos_clave_unidad1272,K60,KiloMol por metro cúbico bar
catalogos_clave_unidad1273,K61,KiloMol por minuto
catalogos_clave_unidad1274,K62,Litro por litro
catalogos_clave_unidad1275,K63,Reciprocidad del litro
catalogos_clave_unidad1276,K64,Libra (avoirdupois) por grado fahrenheit
catalogos_clave_unidad1277,K65,Libra (avoirdupois) pie cuadrado
catalogos_clave_unidad1278,K66,Libra (avoirdupois) por día
catalogos_clave_unidad1279,K67,Libra por pie hora
catalogos_clave_unidad1280,K68,Libra por pie segundo
catalogos_clave_unidad1281,K69,Libra (avoirdupois) por pie cúbico grado fahrenheit
catalogos_clave_unidad1282,K70,Libra (avoirdupois) por pie cúbico psi
catalogos_clave_unidad1283,K71,Libra (avoirdupois) por galón (UK)
catalogos_clave_unidad1284,K73,Libra (avoirdupois) por hora grados fahrenheit
catalogos_clave_unidad1285,K74,Libra (avoirdupois) por hora libra-fuerza por pulgada cuadrada
catalogos_clave_unidad1286,K75,Libra (avoirdupois) por pulgada cúbica grado fahrenheit
catalogos_clave_unidad1287,K76,Libra (avoirdupois) por pulgada cúbica psi
catalogos_clave_unidad1288,K77,Libra (avoirdupois) por psi
catalogos_clave_unidad1289,K78,Libra (avoirdupois) por minuto
catalogos_clave_unidad1290,K79,Libra (avoirdupois) por minuto grados fahrenheit
catalogos_clave_unidad1291,K80,Libra (avoirdupois) por minuto libra-fuerza por pulgada cuadrada
catalogos_clave_unidad1292,K81,Libra (avoirdupois) por segundo
catalogos_clave_unidad1293,K82,Libra (avoirdupois)por segundo grados fahrenheit
catalogos_clave_unidad1294,K83,Libra (avoirdupois) por segundo libra-fuerza por pulgada cuadrada
catalogos_clave_unidad1295,K84,Libra por yarda cúbica 
catalogos_clave_unidad1296,K85,Libra-fuerza por pie cuadrado
catalogos_clave_unidad1297,K86,Libra-fuerza por pulgada cuadrada grados fahrenheit
catalogos_clave_unidad1298,K87,Libra-fuerza por pulgada cuadrada pulgada cúbica por segundo
catalogos_clave_unidad1299,K88,Libra-fuerza por pulgada cuadrada litro por segundo
catalogos_clave_unidad1300,K89,Libra-fuerza por pulgada cuadrada metro cúbico por segundo
catalogos_clave_unidad1301,K90,Libra-fuerza por pulgada cuadrada yarda cúbica por segundo
catalogos_clave_unidad1302,K91,Libra-fuerza segundo por pie cuadrado
catalogos_clave_unidad1303,K92,Libra-fuerza segundo por pulgada cuadrada
catalogos_clave_unidad1304,K93,Reciprocidad psi
catalogos_clave_unidad1305,K94,"Cuarto (líquido, UK) por día"
catalogos_clave_unidad1306,K95,"Cuarto (líquido, UK) por hora"
catalogos_clave_unidad1307,K96,"Cuarto (líquido, UK) por minuto"
catalogos_clave_unidad1308,K97,"Cuarto (líquido, UK) por segundo"
catalogos_clave_unidad1309,K98,"Cuarto (líquido, estados unidos) por día"
catalogos_clave_unidad1310,K99,"Cuarto (líquido, estados unidos) por hora"
catalogos_clave_unidad1311,KA,Pastel
catalogos_clave_unidad1312,KAT,Katal
catalogos_clave_unidad1313,KB,Kilocaracter
catalogos_clave_unidad1314,KBA,Kilobar
catalogos_clave_unidad1315,KCC,Kilogramo de cloruro de colina
catalogos_clave_unidad1316,KD,Kilogram decimal
catalogos_clave_unidad1317,KDW,Kilogramo de peso neto drenado
catalogos_clave_unidad1318,KEL,Kelvin
catalogos_clave_unidad1319,KF,Kilopacket
catalogos_clave_unidad1320,KGM,Kilogramo
catalogos_clave_unidad1321,KGS,Kilogramo por segundo
catalogos_clave_unidad1322,KHY,Kilogramo de peróxido de hidrógeno
catalogos_clave_unidad1323,KHZ,Kilohertz
catalogos_clave_unidad1324,KI,Kilogramo por milímetro de ancho
catalogos_clave_unidad1325,KIC,"Kilogramo, incluyendo el contenedor"
catalogos_clave_unidad1326,KIP,"Kilogramo, incluyendo el empaquetado interno"
catalogos_clave_unidad1327,KJ,Kilosegmento
catalogos_clave_unidad1328,KJO,Kilojoule
catalogos_clave_unidad1329,KL,Kilogramo por metro
catalogos_clave_unidad1330,KLK,Porcentaje de material seco láctico
catalogos_clave_unidad1331,KLX,Kilolux
catalogos_clave_unidad1332,KMA,Kilogramo de metilamina
catalogos_clave_unidad1333,KMH,Kilómetro por hora
catalogos_clave_unidad1334,KMK,Kilómetro cuadrado
catalogos_clave_unidad1335,KMQ,Kilogramo por metro cúbico
catalogos_clave_unidad1336,KMT,Kilómetro
catalogos_clave_unidad1337,KNI,Kilogramo de nitrógeno
catalogos_clave_unidad1338,KNM,Kolonewton por metro cuadrado
catalogos_clave_unidad1339,KNS,Kilogram sustancia nombrada
catalogos_clave_unidad1340,KNT,Nudo
catalogos_clave_unidad1341,KO,Miliequivalentes de potasa cáustica por gramo de producto
catalogos_clave_unidad1342,KPA,Kilopascal
catalogos_clave_unidad1343,KPH,Kilogramo de hidróxido de potasio (potasa cáustica)
catalogos_clave_unidad1344,KPO,Kilogramo de óxido de potasio
catalogos_clave_unidad1345,KPP,Kilogramo de pentóxido de fósforo (anhídrido fosfórico)
catalogos_clave_unidad1346,KR,Kiloroentgen
catalogos_clave_unidad1347,KS,Mil libras por pulgada cuadrada
catalogos_clave_unidad1348,KSD,Kilogramo de sustancia 90% seco
catalogos_clave_unidad1349,KSH,Kilogramo de hidróxido de sodio (sodio cáustica)
catalogos_clave_unidad1350,KT,Kit
catalogos_clave_unidad1351,KTN,Kilotonelada Métrica
catalogos_clave_unidad1352,KUR,Kilogramo de uranio
catalogos_clave_unidad1353,KVA,Kilovoltio - amperio
catalogos_clave_unidad1354,KVR,Kilovar
catalogos_clave_unidad1355,KVT,Kilovoltio
catalogos_clave_unidad1356,KW,Kilogramo por milímetro
catalogos_clave_unidad1357,KWH,Kilowatt hora
catalogos_clave_unidad1358,KWN,Kilowatt hora por metro cúbico normalizado
catalogos_clave_unidad1359,KWO,Kilogramo de trióxido de tungsteno
catalogos_clave_unidad1360,KWS,Kilowatt hora por metro cúbico estándar
catalogos_clave_unidad1361,KWT,Kilowatt
catalogos_clave_unidad1362,KX,Mililitro por kilogramo
catalogos_clave_unidad1363,L10,"Cuarto (líquido, estados unidos) por minuto"
catalogos_clave_unidad1364,L11,"Cuarto (líquido, estados unidos) por segundo"
catalogos_clave_unidad1365,L12,Metro por segundo kelvin
catalogos_clave_unidad1366,L13,Metro por segundo bar
catalogos_clave_unidad1367,L14,Metro cuadrado hora grado celsius por kilocaloría (tabla internacional)
catalogos_clave_unidad1368,L15,Milipascal segundo por kelvin
catalogos_clave_unidad1369,L16,Milipascal segundo por bar
catalogos_clave_unidad1370,L17,Miligramo por metro cúbico kelvin
catalogos_clave_unidad1371,L18,Miligramo por metro cúbico bar
catalogos_clave_unidad1372,L19,Mililitro por litro
catalogos_clave_unidad1373,L2,Litro por minuto
catalogos_clave_unidad1374,L20,Reciprocidad del milimetro cúbico
catalogos_clave_unidad1375,L21,Milimetro cúbico por metro cúbico
catalogos_clave_unidad1376,L23,Mol por hora 
catalogos_clave_unidad1377,L24,Mol por kilogramo kelvin
catalogos_clave_unidad1378,L25,Mol por kilogramo bar
catalogos_clave_unidad1379,L26,Mol por litreo kelvin
catalogos_clave_unidad1380,L27,Mol por litro bar
catalogos_clave_unidad1381,L28,Mol por metro cúbico kelvin
catalogos_clave_unidad1382,L29,Mol por metro cúbico bar
catalogos_clave_unidad1383,L30,Mol por minuto
catalogos_clave_unidad1384,L31,Milliroentgen aequivalent men
catalogos_clave_unidad1385,L32,Nanogramo por kilogramo
catalogos_clave_unidad1386,L33,Onza (avoirdupois) por día
catalogos_clave_unidad1387,L34,Onza (avoirdupois) por hora
catalogos_clave_unidad1388,L35,Onza (avoirdupois) por minuto
catalogos_clave_unidad1389,L36,Onza (avoirdupois) por segundo
catalogos_clave_unidad1390,L37,Onza (avoirdupois) por galón (UK)
catalogos_clave_unidad1391,L38,Onza (avoirdupois) por galón (EUA)
catalogos_clave_unidad1392,L39,Onza (avoirdupois) por pulgada cúbica
catalogos_clave_unidad1393,L40,Onza fuerza
catalogos_clave_unidad1394,L41,Onza (avoirdupois) fuerza pulgada
catalogos_clave_unidad1395,L42,Picosiemens por metro
catalogos_clave_unidad1396,L43,Peck (UK)
catalogos_clave_unidad1397,L44,Peck (UK) por día
catalogos_clave_unidad1398,L45,Peck (UK) por hora
catalogos_clave_unidad1399,L46,Peck (UK) por minuto
catalogos_clave_unidad1400,L47,Peck (UK) por segundo
catalogos_clave_unidad1401,L48,"Peck (seco, estados unidos) por día"
catalogos_clave_unidad1402,L49,"Peck (seco, estados unidos) por hora"
catalogos_clave_unidad1403,L50,"Peck (seco, estados unidos) por minuto"
catalogos_clave_unidad1404,L51,"Peck (seco, estados unidos) por segundo"
catalogos_clave_unidad1405,L52,Libra.fuerza por pulgada cuadrada por libra fuerza por pulgada cuadrada
catalogos_clave_unidad1406,L53,Pinta (UK) por día
catalogos_clave_unidad1407,L54,Pinta (UK) por hora
catalogos_clave_unidad1408,L55,Pinta (UK) por minuto
catalogos_clave_unidad1409,L56,Pinta (UK) por segundo
catalogos_clave_unidad1410,L57,"Pinta (líquido, estados unidos) por día"
catalogos_clave_unidad1411,L58,"Pinta (líquido, estados unidos) por hora"
catalogos_clave_unidad1412,L59,"Pinta (líquido, estados unidos) por minuto"
catalogos_clave_unidad1413,L60,"Pinta (líquido, estados unidos) por segundo"
catalogos_clave_unidad1414,L61,Pinta (US seco)
catalogos_clave_unidad1415,L62,Cuarto de galón (seco de los EUA)
catalogos_clave_unidad1416,L63,Slug por día
catalogos_clave_unidad1417,L64,Slug por pie segundo
catalogos_clave_unidad1418,L65,Slug por pie cúbico
catalogos_clave_unidad1419,L66,Slug por hora
catalogos_clave_unidad1420,L67,Slug por minuto
catalogos_clave_unidad1421,L68,Slug por segundo
catalogos_clave_unidad1422,L69,Tonelada por kelvin
catalogos_clave_unidad1423,L70,Tonelada por bar
catalogos_clave_unidad1424,L71,Tonelada por día
catalogos_clave_unidad1425,L72,Tonelada por día kelvin
catalogos_clave_unidad1426,L73,Tonelada por día bar
catalogos_clave_unidad1427,L74,Tonelada por hora kelvin
catalogos_clave_unidad1428,L75,Tonelada por hora bar
catalogos_clave_unidad1429,L76,Tonelada por metro cúbico kelvin
catalogos_clave_unidad1430,L77,Tonelada por metro cúbico bar
catalogos_clave_unidad1431,L78,Tonelada por minuto
catalogos_clave_unidad1432,L79,Tonelada por minuto kelvin
catalogos_clave_unidad1433,L80,Tonelada por minuto bar
catalogos_clave_unidad1434,L81,Tonelada por segundo
catalogos_clave_unidad1435,L82,Tonelada por segundo kelvin
catalogos_clave_unidad1436,L83,Tonelada por segundo bar
catalogos_clave_unidad1437,L84,Tonelada (flota UK)
catalogos_clave_unidad1438,L85,Tonelada larga por día
catalogos_clave_unidad1439,L86,Tonelada (flota estados unidos)
catalogos_clave_unidad1440,L87,Tonelada corta por grado fahrenheit
catalogos_clave_unidad1441,L88,Tonelada corta por día
catalogos_clave_unidad1442,L89,Tonelada corta por hora grados fahrenheit
catalogos_clave_unidad1443,L90,Tonelada corta por hora libra-fuerza por pulgada cuadrada
catalogos_clave_unidad1444,L91,Tonelada corta por psi
catalogos_clave_unidad1445,L92,Tonelada larga (UK) por yarda cúbica
catalogos_clave_unidad1446,L93,Tonelada corta (estados unidos) por yarda cúbica
catalogos_clave_unidad1447,L94,Tonelada fuerza
catalogos_clave_unidad1448,L95,Año común
catalogos_clave_unidad1449,L96,Año sideral
catalogos_clave_unidad1450,L98,Yarda por grado fahrenheit
catalogos_clave_unidad1451,L99,Yarda por psi (libra por pulgada cuadrada)
catalogos_clave_unidad1452,LA,Libra por pulgada cúbica 
catalogos_clave_unidad1453,LAC,Porcentaje de exceso de lactosa
catalogos_clave_unidad1454,LBR,Libra
catalogos_clave_unidad1455,LBT,Troy pound
catalogos_clave_unidad1456,LC,Centímetro lineal
catalogos_clave_unidad1457,LD,Litro por día
catalogos_clave_unidad1458,LE,Lite
catalogos_clave_unidad1459,LEF,Hoja
catalogos_clave_unidad1460,LF,Pie lineal
catalogos_clave_unidad1461,LH,Hora de trabajo
catalogos_clave_unidad1462,LI,Pulgada lineal
catalogos_clave_unidad1463,LJ,Spray grande
catalogos_clave_unidad1464,LK,Enlazar
catalogos_clave_unidad1465,LM,Metro lineal
catalogos_clave_unidad1466,LN,Longitud
catalogos_clave_unidad1467,LO,Lote [unidad de adquisición]
catalogos_clave_unidad1468,LP,Libra líquida
catalogos_clave_unidad1469,LPA,Litro de alcohol puro
catalogos_clave_unidad1470,LR,Capa 
catalogos_clave_unidad1471,LS,Suma global
catalogos_clave_unidad1472,LTN,Tonelada (UK) o tonelada larga (estados unidos)
catalogos_clave_unidad1473,LTR,Litro
catalogos_clave_unidad1474,LUB,"Tonelada métrica, aceite lubricante"
catalogos_clave_unidad1475,LUM,Lumen
catalogos_clave_unidad1476,LUX,Lux
catalogos_clave_unidad1477,LX,Yarda lineal por libra
catalogos_clave_unidad1478,LY,Yarda lineal
catalogos_clave_unidad1479,M0,cinta magnética
catalogos_clave_unidad1480,M1,Miligramo por litro
catalogos_clave_unidad1481,M10,Reciprocidad de la yarda cuadrada
catalogos_clave_unidad1482,M11,Yarda cúbica por grado fahrenheit
catalogos_clave_unidad1483,M12,Yarda cúbica por día
catalogos_clave_unidad1484,M13,Yarda cúbica por hora 
catalogos_clave_unidad1485,M14,Yarda cúbica por psi (libra por pulgada cuadrada)
catalogos_clave_unidad1486,M15,Yarda cúbica por minuto
catalogos_clave_unidad1487,M16,Yarda cúbica por segundo
catalogos_clave_unidad1488,M17,Kilohertz metro
catalogos_clave_unidad1489,M18,Gigahertz metro
catalogos_clave_unidad1490,M19,Beaufort
catalogos_clave_unidad1491,M20,Recíproco de megakelvin ó megakelvin a la potencia menos 1
catalogos_clave_unidad1492,M21,Kilovoltio-amperio hora recíprocidad
catalogos_clave_unidad1493,M22,Milímetro por centímetro cuadrado minuto
catalogos_clave_unidad1494,M23,Newton por centímetro
catalogos_clave_unidad1495,M24,Ohm kilómetro
catalogos_clave_unidad1496,M25,Porcentaje por grado celsius
catalogos_clave_unidad1497,M26,GigaOhm por metro
