"id","c_fraccionarancelaria","descripcion"
"catalogos_fraccionarancelaria7092","7304599911","Tubos llamados ""térmicos"", sin recubrimientos distintos de los obtenidos por laqueado y barnizado o sin trabajos de superficie, de diámetro exterior superior a 406.4 mm y espesor de pared igual o superior a 9.52 mm sin exceder de 31.75 mm."
"catalogos_fraccionarancelaria7093","7304599912","Tubos  llamados  de  ""conducción"",  sin  recubrimientos  distintos  de  los  obtenidos  por  laqueado  y barnizado  o  sin  trabajos  de  superficie,  de  diámetro  exterior  superior  a  406.4  mm  y espesor  de pared igual o superior a 9.52 mm sin exceder de 31.75 mm."
"catalogos_fraccionarancelaria7094","7304599913","Diseñados    para    su    uso    en    calderas,    sobrecalentadores,    intercambiadores    de    calor, condensadores, hornos de refinación, calentadores de agua u otros similares."
"catalogos_fraccionarancelaria7095","7304599991","Los demás de diámetro exterior superior o igual a 38.1 mm, pero inferior o igual a 406.4 mm, con un espesor de pared superior a 12.7 mm."
"catalogos_fraccionarancelaria7096","7304599992","Los demás de diámetro exterior superior o igual a 38.1 mm, pero inferior o igual a 114.3 mm, con un espesor de pared superior a 6.4 mm pero inferior o igual a 12.7 mm."
"catalogos_fraccionarancelaria7097","7304599999","Los demás."
"catalogos_fraccionarancelaria7098","7304909900","Los demás."
"catalogos_fraccionarancelaria7099","7305110201","Con espesor de pared inferior a 50.8 mm."
"catalogos_fraccionarancelaria7100","7305110202","Con espesor de pared superior o igual a 4.77 mm pero inferior o igual a 25.4 mm, de diámetro exterior inferior o igual a 1,219.2 mm."
"catalogos_fraccionarancelaria7101","7305110299","Los demás."
"catalogos_fraccionarancelaria7102","7305120201","Con espesor de pared inferior a 50.8 mm."
"catalogos_fraccionarancelaria7103","7305120202","Con espesor de pared superior o igual a 4.77 mm pero inferior o igual a 25.4 mm, de diámetro exterior inferior o igual a 1,219.2 mm."
"catalogos_fraccionarancelaria7104","7305120299","Los demás."
"catalogos_fraccionarancelaria7105","7305199901","Con espesor de pared inferior a 50.8 mm."
"catalogos_fraccionarancelaria7106","7305199999","Los demás."
"catalogos_fraccionarancelaria7107","7305200100","Con espesor de pared inferior a 50.8 mm."
"catalogos_fraccionarancelaria7108","7305209900","Los demás."
"catalogos_fraccionarancelaria7109","7305310100","Galvanizados."
"catalogos_fraccionarancelaria7110","7305310200","De acero inoxidable con diámetro exterior superior a 1,220 mm."
"catalogos_fraccionarancelaria7111","7305310300","Tubos aletados o con birlos."
"catalogos_fraccionarancelaria7112","7305310400","Con paredes ranuradas de cualquier tipo o forma, aun cuando se presenten con recubrimientos anticorrosivos."
"catalogos_fraccionarancelaria7113","7305310500","Con espesor de pared superior a 50.8 mm."
"catalogos_fraccionarancelaria7114","7305310600","Conducciones  forzadas  de  acero,  incluso  con  zunchos,  del  tipo  utilizado  en  instalaciones hidroeléctricas."
"catalogos_fraccionarancelaria7115","7305319100","Los demás de acero inoxidable."
"catalogos_fraccionarancelaria7116","7305319900","Los demás."
"catalogos_fraccionarancelaria7117","7305390100","Galvanizados."
"catalogos_fraccionarancelaria7118","7305390200","De acero inoxidable con diámetro exterior superior a 1,220 mm."
"catalogos_fraccionarancelaria7119","7305390300","Tubos aletados o con birlos."
"catalogos_fraccionarancelaria7120","7305390400","Con espesor de pared superior a 50.8 mm."
"catalogos_fraccionarancelaria7121","7305390500","Conducciones  forzadas  de  acero,  incluso  con  zunchos,  del  tipo  utilizado  en  instalaciones hidroeléctricas."
"catalogos_fraccionarancelaria7122","7305399900","Los demás."
"catalogos_fraccionarancelaria7123","7305909901","Con espesor de pared superior a 50.8 mm."
"catalogos_fraccionarancelaria7124","7305909999","Los demás."
"catalogos_fraccionarancelaria7125","7306110100","Soldados, de acero inoxidable."
"catalogos_fraccionarancelaria7126","7306199901","De  diámetro  exterior  superior  o  igual  a  114.3  mm,  excepto  lo  comprendido  en  el  número  de identificación comercial 7306.19.99.02."
"catalogos_fraccionarancelaria7127","7306199902","Soldados en toda su longitud."
"catalogos_fraccionarancelaria7128","7306199999","Los demás."
"catalogos_fraccionarancelaria7129","7306210100","Soldados, de acero inoxidable."
"catalogos_fraccionarancelaria7130","7306299900","Los demás."
"catalogos_fraccionarancelaria7131","7306300200","Tubo de acero, al bajo carbono, galvanizado por inmersión, con diámetro exterior igual o superior a 3.92 mm pero inferior o igual a 4.08 mm, y espesor de pared igual o superior a 0.51 mm pero inferior o igual a 0.77 mm."
"catalogos_fraccionarancelaria7132","7306300300","Galvanizados, con un espesor de pared inferior a 1.65 mm, excepto lo comprendido en la fracción arancelaria 7306.30.02."
"catalogos_fraccionarancelaria7133","7306300400","Galvanizados, con un espesor de pared superior o igual a 1.65 mm, excepto lo comprendido en la fracción arancelaria 7306.30.02."
"catalogos_fraccionarancelaria7134","7306309901","Diseñados    para    su    uso    en    calderas,    sobrecalentadores,    intercambiadores    de    calor, condensadores, hornos de refinación y calentadores de agua."
"catalogos_fraccionarancelaria7135","7306309902","Tubería cónica y tubos de acero utilizados principalmente como partes de artículos de iluminación."
"catalogos_fraccionarancelaria7136","7306309903","Tubos pintados."
"catalogos_fraccionarancelaria7137","7306309904","Tubería contra incendio."
"catalogos_fraccionarancelaria7138","7306309905","Tubos de acero para la conducción de fluidos."
"catalogos_fraccionarancelaria7139","7306309906","Tubos de acero para uso automotriz."
"catalogos_fraccionarancelaria7140","7306309991","Los demás con un espesor de pared inferior a 1.65 mm o rolados en frío."
"catalogos_fraccionarancelaria7141","7306309999","Los demás."
"catalogos_fraccionarancelaria7142","7306400100","Tubos de diámetro igual o superior a 0.20 mm pero inferior a 1.5 mm."
"catalogos_fraccionarancelaria7143","7306409900","Los demás."
"catalogos_fraccionarancelaria7144","7306500100","De hierro o acero, cobrizados, de doble pared soldados por fusión (proceso “brazing”) con o sin recubrimiento anticorrosivo."
"catalogos_fraccionarancelaria7145","7306509901","Diseñados    para    su    uso    en    calderas,    sobrecalentadores,    intercambiadores    de    calor, condensadores, hornos de refinación y calentadores de agua."
"catalogos_fraccionarancelaria7146","7306509902","Tubería cónica y tubos de acero utilizados principalmente como partes de artículos de iluminación."
"catalogos_fraccionarancelaria7147","7306509999","Los demás."
"catalogos_fraccionarancelaria7148","7306610101","Con un espesor de pared superior o igual a 4 mm."
"catalogos_fraccionarancelaria7149","7306610102","Con un espesor de pared inferior a 4 mm, de acero inoxidable."
"catalogos_fraccionarancelaria7150","7306610103","Galvanizados, con un espesor de pared superior o igual a 4 mm."
"catalogos_fraccionarancelaria7151","7306610191","Los demás galvanizados."
"catalogos_fraccionarancelaria7152","7306610199","Los demás."
"catalogos_fraccionarancelaria7153","7306699901","Con un espesor de pared superior o igual a 4 mm."
"catalogos_fraccionarancelaria7154","7306699902","Con un espesor de pared inferior a 4 mm, de acero inoxidable."
"catalogos_fraccionarancelaria7155","7306699999","Los demás."
"catalogos_fraccionarancelaria7156","7306909900","Los demás."
"catalogos_fraccionarancelaria7157","7307110200","De fundición no maleable."
"catalogos_fraccionarancelaria7158","7307199901","Sin recubrimiento."
"catalogos_fraccionarancelaria7159","7307199902","Con recubrimiento metálico."
"catalogos_fraccionarancelaria7160","7307199903","Boquillas o espreas."
"catalogos_fraccionarancelaria7161","7307199999","Los demás."
"catalogos_fraccionarancelaria7162","7307210100","Bridas."
"catalogos_fraccionarancelaria7163","7307220200","Codos, curvas y manguitos, roscados."
"catalogos_fraccionarancelaria7164","7307230100","Mangas o sillas sin rosca."
"catalogos_fraccionarancelaria7165","7307239900","Los demás."
"catalogos_fraccionarancelaria7166","7307299900","Los demás."
"catalogos_fraccionarancelaria7167","7307910100","Bridas."
"catalogos_fraccionarancelaria7168","7307920200","Codos, curvas y manguitos, roscados."
"catalogos_fraccionarancelaria7169","7307930101","Conexiones del tipo curvas; codos; conexiones ""T""; conexiones ""T"" reducidas y reducciones, en diámetros hasta 406.4mm bajo la norma ASTM A234, en grado de acero sin alear."
"catalogos_fraccionarancelaria7170","7307930199","Los demás."
"catalogos_fraccionarancelaria7171","7307999901","Sin recubrimientos."
"catalogos_fraccionarancelaria7172","7307999902","Con recubrimientos metálicos."
"catalogos_fraccionarancelaria7173","7307999903","Boquillas o espreas."
"catalogos_fraccionarancelaria7174","7307999999","Los demás."
"catalogos_fraccionarancelaria7175","7308100100","Puentes y sus partes."
"catalogos_fraccionarancelaria7176","7308200201","Torres reconocibles como concebidas exclusivamente para conducción de energía eléctrica."
"catalogos_fraccionarancelaria7177","7308200299","Los demás."
"catalogos_fraccionarancelaria7178","7308300201","Puertas, ventanas y sus marcos."
"catalogos_fraccionarancelaria7179","7308300299","Los demás."
"catalogos_fraccionarancelaria7180","7308400100","Material de andamiaje, encofrado, apeo o apuntalamiento."
"catalogos_fraccionarancelaria7181","7308900100","Barandales; balcones; escaleras."
"catalogos_fraccionarancelaria7182","7308900200","Estructuras desarmadas consistentes en armaduras, columnas y sus placas de asiento, ménsulas, planchas de unión, tensores y tirantes, aun cuando se presenten con tuercas y demás partes para la construcción."
"catalogos_fraccionarancelaria7183","7308909901","Panel de acero para la construcción, también conocidos como paneles de acero; panel de lámina; panel sandwich con poliuretano inyectado; panel de aislamiento; paneles prefabricados."
"catalogos_fraccionarancelaria7184","7308909999","Los demás."
"catalogos_fraccionarancelaria7185","7309000401","Esmaltados, vidriados o cubiertos con resinas sintéticas."
"catalogos_fraccionarancelaria7186","7309000499","Los demás."
"catalogos_fraccionarancelaria7187","7310100501","Barriles   o   tambores,   excepto   lo   comprendido   en   el   número   de   identificación   comercial 7310.10.05.02."
"catalogos_fraccionarancelaria7188","7310100502","Barriles de acero inoxidable reconocibles como concebidos exclusivamente para cerveza."
"catalogos_fraccionarancelaria7189","7310100599","Los demás."
"catalogos_fraccionarancelaria7190","7310210100","Latas o botes para ser cerrados por soldadura o rebordeado."
"catalogos_fraccionarancelaria7191","7310290100","Barriles o tambores, excepto lo comprendido en la fracción arancelaria 7310.29.05."
"catalogos_fraccionarancelaria7192","7310290500","Barriles de acero inoxidable reconocibles como concebidos exclusivamente para cerveza."
"catalogos_fraccionarancelaria7193","7310299901","Envases de hojalata y/o de lámina cromada."
"catalogos_fraccionarancelaria7194","7310299999","Los demás."
"catalogos_fraccionarancelaria7195","7311000501","Cilíndricos, concebidos para resistir presiones superiores a 5.25 kg/cm², excepto lo comprendido en el número de identificación comercial 7311.00.05.02."
"catalogos_fraccionarancelaria7196","7311000502","Cilíndricos, fabricados a partir de tubo sin costura, concebidos para resistir presiones superiores a
5.25 kg/cm², con capacidad volumétrica superior a 100 l."
"catalogos_fraccionarancelaria7197","7311000599","Los demás."
"catalogos_fraccionarancelaria7198","7312100100","Galvanizados, con diámetro mayor de 4 mm, constituidos por más de 5 alambres y con núcleos sin torcer de la misma materia, excepto los comprendidos en la fracción arancelaria 7312.10.07."
"catalogos_fraccionarancelaria7199","7312100501","De diámetro inferior a 9.53 mm."
"catalogos_fraccionarancelaria7200","7312100502","De diámetro superior o igual a 9.53 mm. pero inferior a 25.4 mm."
"catalogos_fraccionarancelaria7201","7312100599","Los demás."
"catalogos_fraccionarancelaria7202","7312100700","Galvanizados, con un diámetro mayor a 4 mm pero inferior a 19 mm, constituidos por 7 alambres, lubricados o sin lubricar."
"catalogos_fraccionarancelaria7203","7312100801","Para concreto presforzado, conocidos como torón de presfuerzo (pre tensado o post tensado)."
"catalogos_fraccionarancelaria7204","7312100899","Los demás."
"catalogos_fraccionarancelaria7205","7312109901","Cable flexible (cable Bowden) constituido por alambres de acero cobrizado enrollado en espiral sobre alma del mismo material, con diámetro inferior o igual a 5 mm."
"catalogos_fraccionarancelaria7206","7312109902","De acero latonado, reconocibles exclusivamente para la fabricación de neumáticos."
"catalogos_fraccionarancelaria7207","7312109903","Trenzados  o  torcidos,  de  longitud  inferior  a  500  m,  provistos  de  aditamentos  metálicos  en  sus extremos."
"catalogos_fraccionarancelaria7208","7312109904","Cables plastificados."
"catalogos_fraccionarancelaria7209","7312109905","De acero, de diámetro inferior a 12.7 mm (1/2 pulgada)."
"catalogos_fraccionarancelaria7210","7312109906","De  acero,  de  diámetro  superior  o  igual  a  12.7  mm(  1/2  pulgada)  pero  inferior  a  25.4  mm  (1 pulgada)."
"catalogos_fraccionarancelaria7211","7312109907","De acero, de diámetro superior o igual a 25.4 mm (1 pulgada)."
"catalogos_fraccionarancelaria7212","7312109999","Los demás."
"catalogos_fraccionarancelaria7213","7312909900","Los demás."
"catalogos_fraccionarancelaria7214","7313000100","Alambre de púas, de hierro o acero; alambre (simple o doble) y fleje, torcidos, incluso con púas, de hierro o acero, de los tipos utilizados para cercar."
"catalogos_fraccionarancelaria7215","7314120100","Telas metálicas continuas o sin fin, de acero inoxidable, para máquinas."
"catalogos_fraccionarancelaria7216","7314140100","Las demás telas metálicas tejidas, de acero inoxidable."
"catalogos_fraccionarancelaria7217","7314190301","De alambre de acero sin alear, en forma de cuadrícula, con medidas de 2x2 a 8x8 aberturas por pulgada lineal (“malla de acero”)."
"catalogos_fraccionarancelaria7218","7314190302","De alambre de acero al bajo carbón, en forma de hexágono."
"catalogos_fraccionarancelaria7219","7314190399","Las demás."
"catalogos_fraccionarancelaria7220","7314199901","De alambres de sección circular, excepto de anchura inferior o igual a 50 mm."
"catalogos_fraccionarancelaria7221","7314199902","De alambre de acero al bajo carbón, en forma de hexágono."
"catalogos_fraccionarancelaria7222","7314199999","Los demás."
"catalogos_fraccionarancelaria7223","7314200100","Redes y rejas, soldadas en los puntos de cruce, de alambre cuya mayor dimensión de la sección transversal sea superior o igual a 3 mm y con malla de superficie superior o igual a 100 cm²."
"catalogos_fraccionarancelaria7224","7314310101","De diámetro superior o igual a 1.2 mm."
"catalogos_fraccionarancelaria7225","7314310102","De alambre de acero sin alear en forma de cuadrícula, con medidas de 2x2 a 8x8 aberturas por pulgada lineal (“malla de acero”)."
"catalogos_fraccionarancelaria7226","7314310103","De alambre de acero al bajo carbón, en forma de hexágono."
"catalogos_fraccionarancelaria7227","7314310199","Las demás."
"catalogos_fraccionarancelaria7228","7314399900","Las demás."
"catalogos_fraccionarancelaria7229","7314410101","De forma hexagonal."
"catalogos_fraccionarancelaria7230","7314410102","Conocidas como malla ciclónica, con aperturas en forma de rombo."
"catalogos_fraccionarancelaria7231","7314410199","Las demás."
"catalogos_fraccionarancelaria7232","7314420100","Revestidas de plástico."
"catalogos_fraccionarancelaria7233","7314499901","De alambre de acero al bajo carbón, en forma de hexágono."
"catalogos_fraccionarancelaria7234","7314499999","Las demás."
"catalogos_fraccionarancelaria7235","7314500100","Chapas y tiras, extendidas (desplegadas)."
"catalogos_fraccionarancelaria7236","7315110601","De  peso  superior  a  15  kg/m,  excepto  lo  comprendido  en  el  número  de  identificación  comercial 7315.11.06.02."
"catalogos_fraccionarancelaria7237","7315110602","Para transmisión de movimiento."
"catalogos_fraccionarancelaria7238","7315110603","De distribución (silenciosas) para uso automotriz."
"catalogos_fraccionarancelaria7239","7315110604","De  peso  inferior  a  15  kg/m,  excepto  lo  comprendido  en  el  número  de  identificación  comercial 7315.11.06.02."
"catalogos_fraccionarancelaria7240","7315110699","Las demás."
"catalogos_fraccionarancelaria7241","7315120301","Para transmisión de movimiento."
"catalogos_fraccionarancelaria7242","7315120399","Las demás."
"catalogos_fraccionarancelaria7243","7315190401","Reconocibles  como  concebidas  para  las  cadenas  de  transmisión  de  movimiento,  excepto  lo comprendido en el número de identificación comercial 7315.19.04.03."
"catalogos_fraccionarancelaria7244","7315190402","Eslabones, excepto lo comprendido en el número de identificación comercial 7315.19.04.03."
"catalogos_fraccionarancelaria7245","7315190403","Eslabones  para  cadenas  de  rodillos,  utilizadas  en  tractores  de  oruga  para  transmisión  de movimiento."
"catalogos_fraccionarancelaria7246","7315190499","Las demás."
"catalogos_fraccionarancelaria7247","7315200100","Cadenas antideslizantes."
"catalogos_fraccionarancelaria7248","7315810301","De peso superior a 15 kg/m, excepto con terminales o accesorios de enganche."
"catalogos_fraccionarancelaria7249","7315810399","Las demás."
"catalogos_fraccionarancelaria7250","7315820301","Con terminales o accesorios de enganche."
"catalogos_fraccionarancelaria7251","7315820302","De  peso  inferior  a  15  kg  por  metro  lineal,  extendida,  excepto  lo  comprendido  en  el  número  de identificación comercial 7315.82.03.01."
"catalogos_fraccionarancelaria7252","7315820399","Las demás."
"catalogos_fraccionarancelaria7253","7315899901","De  peso  inferior  a  15  kg/m,  excepto  troqueladas,  sin  pernos  o  remaches,  para  máquinas sembradoras o abonadoras."
"catalogos_fraccionarancelaria7254","7315899999","Las demás."
"catalogos_fraccionarancelaria7255","7315900100","Las demás partes."
"catalogos_fraccionarancelaria7256","7316000100","Anclas, rezones y sus partes, de fundición, hierro o acero."
"catalogos_fraccionarancelaria7257","7317000100","Clavos para herrar."
"catalogos_fraccionarancelaria7258","7317000200","Púas o dientes para cardar."
"catalogos_fraccionarancelaria7259","7317000300","Placas con puntas en una de sus superficies, para ensamblar piezas de madera."
"catalogos_fraccionarancelaria7260","7317000400","Puntas  o  escarpias  puntiagudas,  reconocibles  como  concebidas  exclusivamente  para  preparar (raspar) llantas para su vulcanización."
"catalogos_fraccionarancelaria7261","7317009901","Grapas"
"catalogos_fraccionarancelaria7262","7317009902","Tachuelas, chinchetas o chinches."
"catalogos_fraccionarancelaria7263","7317009903","Clavos de acero para concreto."
"catalogos_fraccionarancelaria7264","7317009904","Clavos de acero en rollo o en tira para pistola, de cualquier longitud y superficie."
"catalogos_fraccionarancelaria7265","7317009905","Clavos  de  acero  sin  alear  de  superficie  roscada  o  anillada,  a  granel  o  en  pieza,  de  cualquier dimensión."
"catalogos_fraccionarancelaria7266","7317009906","Clavos  de  acero  sin  alear  de  longitud  inferior  a  1.5  pulgadas,  excepto  lo  comprendido  en  los números de identificación comercial 7317.00.99.03, 7317.00.99.04 y 7317.00.99.05."
"catalogos_fraccionarancelaria7267","7317009991","Los demás clavos."
"catalogos_fraccionarancelaria7268","7317009999","Los demás."
"catalogos_fraccionarancelaria7269","7318110100","Tirafondos."
"catalogos_fraccionarancelaria7270","7318120100","Los demás tornillos para madera."
"catalogos_fraccionarancelaria7271","7318130100","Escarpias y armellas, roscadas."
"catalogos_fraccionarancelaria7272","7318140100","Tornillos taladradores."
"catalogos_fraccionarancelaria7273","7318150400","Tornillos con diámetro inferior a 6.4 mm (¼ pulgada) y longitud inferior a 50.8 mm (2 pulgadas), excepto las de acero inoxidable y las reconocibles para naves aéreas o uso automotriz."
"catalogos_fraccionarancelaria7274","7318159901","Reconocibles para naves aéreas."
"catalogos_fraccionarancelaria7275","7318159902","Pernos de anclaje o de cimiento."
"catalogos_fraccionarancelaria7276","7318159903","Reconocibles como concebidos exclusivamente para uso automotriz."
"catalogos_fraccionarancelaria7277","7318159904","Tornillos  con  diámetro  inferior  a  6.4  mm  (¼  pulgada)  y  longitud  igual  o  superior  a  50.8  mm  (2 pulgadas),  excepto  lo  comprendido  en  los  números  de  identificación  comercial  7318.15.99.01, 7318.15.99.03 y 7318.15.99.09."
"catalogos_fraccionarancelaria7278","7318159905","Tornillos con diámetro igual o superior a 6.4 mm (¼ pulgada) pero inferior a 19.1 mm (¾ pulgada) y  longitud  inferior  a  152.4  mm  (6  pulgadas),  excepto  lo  comprendido  en  los  números  de identificación comercial 7318.15.99.01, 7318.15.99.03 y 7318.15.99.09."
"catalogos_fraccionarancelaria7279","7318159906","Tornillos con diámetro igual o superior a 6.4 mm (¼ pulgada) pero inferior a 19.1 mm (¾ pulgada) y longitud igual o superior a 152.4 mm (6 pulgadas), excepto lo comprendido en los números de identificación comercial 7318.15.99.01, 7318.15.99.03 y 7318.15.99.09."
"catalogos_fraccionarancelaria7280","7318159907","Tornillos con diámetro igual o superior a 19.1 mm (¾ pulgada) y longitud inferior a 152.4 mm (6 pulgadas),  excepto  lo  comprendido  en  los  números  de  identificación  comercial  7318.15.99.01, 7318.15.99.03 y 7318.15.99.09."
"catalogos_fraccionarancelaria7281","7318159908","Tornillos con diámetro igual o superior a 19.1 mm (¾ pulgada) y longitud igual o superior a 152.4 mm   (6   pulgadas),   excepto   lo   comprendido   en   los   números   de   identificación   comercial 7318.15.99.01, 7318.15.99.03 y 7318.15.99.09."
"catalogos_fraccionarancelaria7282","7318159909","De acero inoxidable."
"catalogos_fraccionarancelaria7283","7318159999","Los demás."
"catalogos_fraccionarancelaria7284","7318160601","Reconocibles para naves aéreas."
"catalogos_fraccionarancelaria7285","7318160602","De acero inoxidable."
"catalogos_fraccionarancelaria7286","7318160603","De  diámetro  interior  inferior  o  igual  a  15.9  mm  (5/8  pulgada),  excepto  lo  comprendido  en  los números de identificación comercial 7318.16.06.01 y 7318.16.06.02."
"catalogos_fraccionarancelaria7287","7318160604","De  diámetro  interior  superior  a  15.9  mm  (5/8  pulgada)  pero  inferior  o  igual  a  38.1  mm  (1½ pulgadas),  excepto  lo  comprendido  en  los  números  de  identificación  comercial  7318.16.06.01  y 7318.16.06.02."
"catalogos_fraccionarancelaria7288","7318160605","De  diámetro  superior  a  38.1  mm  (1½  pulgadas),  excepto  lo  comprendido  en  los  números  de identificación comercial 7318.16.06.01 y 7318.16.06.02."
"catalogos_fraccionarancelaria7289","7318199901","Arandelas de retén."
"catalogos_fraccionarancelaria7290","7318199999","Los demás."
"catalogos_fraccionarancelaria7291","7318210200","Arandelas de muelle (resorte) y las demás de seguridad."
"catalogos_fraccionarancelaria7292","7318220201","Reconocibles para naves aéreas."
"catalogos_fraccionarancelaria7293","7318220299","Las demás."
"catalogos_fraccionarancelaria7294","7318230201","Reconocibles para naves aéreas."
"catalogos_fraccionarancelaria7295","7318230299","Los demás."
"catalogos_fraccionarancelaria7296","7318240301","Chavetas o pasadores."
"catalogos_fraccionarancelaria7297","7318240399","Los demás."
"catalogos_fraccionarancelaria7298","7318299901","Reconocibles para naves aéreas."
"catalogos_fraccionarancelaria7299","7318299999","Los demás."
"catalogos_fraccionarancelaria7300","7319400100","Alfileres de gancho (imperdibles) y demás alfileres."
"catalogos_fraccionarancelaria7301","7319900100","Agujas de coser, zurcir o bordar."
"catalogos_fraccionarancelaria7302","7319909900","Los demás."
"catalogos_fraccionarancelaria7303","7320100200","Ballestas y sus hojas."
"catalogos_fraccionarancelaria7304","7320200501","Con peso unitario inferior o igual a 30 g."
"catalogos_fraccionarancelaria7305","7320200502","Con peso unitario superior a 30 g, excepto para suspensión automotriz."
"catalogos_fraccionarancelaria7306","7320200503","Con peso unitario igual o superior a 2 kg, sin exceder de 20 kg, reconocibles para suspensión de uso automotriz."
"catalogos_fraccionarancelaria7307","7320200599","Los demás."
"catalogos_fraccionarancelaria7308","7320909901","Para acoplamientos flexibles."
"catalogos_fraccionarancelaria7309","7320909999","Los demás."
"catalogos_fraccionarancelaria7310","7321110100","Cocinas que consuman combustibles gaseosos."
"catalogos_fraccionarancelaria7311","7321110200","Las demás cocinas, excepto portátiles."
"catalogos_fraccionarancelaria7312","7321119900","Los demás."
"catalogos_fraccionarancelaria7313","7321120100","De combustibles líquidos."
"catalogos_fraccionarancelaria7314","7321190100","Los demás, incluidos los aparatos de combustibles sólidos."
"catalogos_fraccionarancelaria7315","7321810201","Estufas o caloríferos."
"catalogos_fraccionarancelaria7316","7321810299","Los demás."
"catalogos_fraccionarancelaria7317","7321820200","De combustibles líquidos."
"catalogos_fraccionarancelaria7318","7321890100","Los demás, incluidos los aparatos de combustibles sólidos."
"catalogos_fraccionarancelaria7319","7321900100","Rosticeros  accionados  por  motor  eléctrico,  reconocibles  como  concebidos  exclusivamente  para cocinas de uso doméstico."
"catalogos_fraccionarancelaria7320","7321900200","Reconocibles   como   concebidas   exclusivamente   para   cocinas   que   consuman   combustibles gaseosos, excepto lo comprendido en las fracciones arancelarias 7321.90.01 y 7321.90.03."
"catalogos_fraccionarancelaria7321","7321900300","Quemadores  troquelados  o  estampados,  de  lámina  de  acero,  reconocibles  como  concebidos exclusivamente para cocinas y/o hornos que consuman combustibles gaseosos."
"catalogos_fraccionarancelaria7322","7321900400","Esparcidores de flama y galerías, reconocibles como concebidos exclusivamente para estufas o caloríferos portátiles, que consuman petróleo."
"catalogos_fraccionarancelaria7323","7321900500","Cámaras de cocción, incluso sin ensamblar, reconocibles como concebidas exclusivamente para lo comprendido en la fracción arancelaria 7321.11.02."
"catalogos_fraccionarancelaria7324","7321900600","Panel  superior  con  o  sin  controles,  con  o  sin  quemadores,  reconocibles  como  concebidos exclusivamente para lo comprendido en la fracción arancelaria 7321.11.02."
"catalogos_fraccionarancelaria7325","7321900700","Ensambles  de  puertas,  que  incorporen  más  de  uno  de  los  siguientes  componentes:  paredes interiores,     paredes     exteriores,     ventana,     aislamiento,     reconocibles     como     concebidos exclusivamente para lo comprendido en la fracción arancelaria 7321.11.02."
"catalogos_fraccionarancelaria7326","7321909900","Los demás."
"catalogos_fraccionarancelaria7327","7322110200","De fundición."
"catalogos_fraccionarancelaria7328","7322190100","Para naves aéreas."
"catalogos_fraccionarancelaria7329","7322199900","Los demás."
"catalogos_fraccionarancelaria7330","7322900100","Reconocibles para naves aéreas, incluidas sus partes."
"catalogos_fraccionarancelaria7331","7322909900","Los demás."
"catalogos_fraccionarancelaria7332","7323100100","Lana de hierro o acero; esponjas, estropajos, guantes y artículos similares para fregar, lustrar o usos análogos."
"catalogos_fraccionarancelaria7333","7323910300","De fundición, sin esmaltar."
"catalogos_fraccionarancelaria7334","7323920401","Artículos de cocina."
"catalogos_fraccionarancelaria7335","7323920499","Los demás."
"catalogos_fraccionarancelaria7336","7323930500","De acero inoxidable."
"catalogos_fraccionarancelaria7337","7323940501","Moldes."
"catalogos_fraccionarancelaria7338","7323940502","Artículos de cocina."
"catalogos_fraccionarancelaria7339","7323940599","Los demás."
"catalogos_fraccionarancelaria7340","7323999900","Los demás."
"catalogos_fraccionarancelaria7341","7324100100","Fregaderos (piletas de lavar) y lavabos, de acero inoxidable."
"catalogos_fraccionarancelaria7342","7324210100","De fundición, incluso esmaltadas."
"catalogos_fraccionarancelaria7343","7324299900","Las demás."
"catalogos_fraccionarancelaria7344","7324900401","Partes."
"catalogos_fraccionarancelaria7345","7324900499","Los demás."
"catalogos_fraccionarancelaria7346","7325100501","Crisoles."
"catalogos_fraccionarancelaria7347","7325100599","Los demás."
"catalogos_fraccionarancelaria7348","7325910301","Bolas sin calibrar."
"catalogos_fraccionarancelaria7349","7325910399","Las demás."
"catalogos_fraccionarancelaria7350","7325999901","Abrazaderas, con diámetro interior inferior o igual a 609.6 mm."
"catalogos_fraccionarancelaria7351","7325999902","Bobinas o carretes."
"catalogos_fraccionarancelaria7352","7325999999","Las demás."
"catalogos_fraccionarancelaria7353","7326110301","Bolas sin calibrar."
"catalogos_fraccionarancelaria7354","7326110399","Los demás."
"catalogos_fraccionarancelaria7355","7326199901","Partes componentes de estrobos (eslingas), excepto destorcedoras, grilletes y guardacabos."
"catalogos_fraccionarancelaria7356","7326199902","Uniones giratorias (destorcedoras)."
"catalogos_fraccionarancelaria7357","7326199903","Grilletes de unión."
"catalogos_fraccionarancelaria7358","7326199904","Protectores para calzado de seguridad."
"catalogos_fraccionarancelaria7359","7326199905","Abrazaderas, con diámetro interior inferior o igual a 609.6 mm."
"catalogos_fraccionarancelaria7360","7326199906","Reconocibles para naves aéreas."
"catalogos_fraccionarancelaria7361","7326199907","Ancoras para corazones de fundición."
"catalogos_fraccionarancelaria7362","7326199908","Juntas o empaquetaduras."
"catalogos_fraccionarancelaria7363","7326199909","Mordazas para tensión de cables o alambres."
"catalogos_fraccionarancelaria7364","7326199910","Abrazaderas, excepto lo comprendido en el número de identificación comercial 7326.19.99.05."
"catalogos_fraccionarancelaria7365","7326199999","Los demás."
"catalogos_fraccionarancelaria7366","7326200601","Accesorios para tendidos aéreos eléctricos."
"catalogos_fraccionarancelaria7367","7326200602","Grapas o empalmes, para correas de transmisión o de transporte."
